HJD mag emag
2455309.7589699 16.415 0.163
2455818.52390016 15.84 0.109
2456484.58745569 16.263 0.155
2456133.71639878 16.005 0.121
2456115.61282453 16.111 0.132
2455434.65834223 16.152 0.143
2456161.56627288 15.727 0.095
2456020.7677059 15.964 0.122
2456480.70307838 16.739 0.229
2456476.55561724 16.079 0.137
2455328.75649563 16.018 0.127
2456129.67719471 15.698 0.094
2456511.61833425 16.45 0.186
2456476.61999909 16.036 0.128
2456742.84715366 16.035 0.13
2456102.58549545 16.244 0.156
2456102.73475181 16.589 0.207
2456127.58678205 15.767 0.104
2456005.8355524 16.128 0.145
2457229.55223349 16.316 0.172
2456510.61628162 16.346 0.175
2457229.74547919 16.332 0.178
2455829.59314994 16.22 0.163
2455844.54941545 16.276 0.164
2456538.59069138 15.928 0.124
2456789.68879582 16.086 0.144
2456477.57984695 16.465 0.207
2456095.63274054 15.909 0.139
2456106.7700705 15.946 0.136
2456162.64197332 15.985 0.127
2456536.5384378 15.862 0.12
2456537.6098039 16.296 0.174
2456790.65793362 16.062 0.14
2456479.56274835 16.279 0.167
2456113.58834037 15.73 0.109
2456125.72347952 16.464 0.206
2455794.69893252 16.115 0.161
2456806.71366909 16.163 0.153
2455858.51018585 16.341 0.187
2456144.6836307 16.076 0.16
2456573.49646966 16.394 0.201
2457225.505621 16.51 0.22
2457273.56285804 15.818 0.122
2456536.58374851 16.006 0.154
2456510.48315386 16.333 0.19
