HJD mag emag
2455309.7589699 13.934 0.018
2455818.52390016 13.922 0.02
2456160.60001347 13.736 0.016
2456484.58745569 13.913 0.019
2456133.71639878 13.458 0.012
2456477.63061378 13.891 0.018
2456089.7007663 13.441 0.012
2456115.61282453 13.259 0.01
2455434.65834223 13.926 0.019
2456109.64102519 13.637 0.015
2456020.7677059 13.937 0.02
2456094.67810458 13.593 0.014
2456480.70307838 13.73 0.016
2456476.55561724 13.908 0.019
2455328.75649563 13.928 0.02
2456129.67719471 13.727 0.016
2456477.52743466 13.909 0.019
2456476.61999909 13.894 0.019
2456742.84715366 13.898 0.019
2456102.58549545 13.373 0.012
2456102.73475181 13.582 0.015
2456127.58678205 13.76 0.017
2456005.8355524 13.932 0.02
2456526.60220779 13.665 0.016
2457229.55223349 13.902 0.02
2456510.61628162 13.607 0.016
2457229.74547919 13.268 0.012
2456114.62605421 13.898 0.019
2456512.63053775 13.695 0.017
2455844.54941545 13.942 0.021
2456734.80947703 13.903 0.021
2456789.68879582 13.897 0.021
2456477.57984695 13.883 0.02
2456106.7700705 13.797 0.02
2456536.5384378 13.731 0.017
2456537.6098039 13.568 0.016
2456745.89754341 13.9 0.021
2456132.64440217 13.785 0.018
2456790.65793362 13.854 0.02
2456479.56274835 13.849 0.02
2456113.58834037 13.513 0.015
2455794.69893252 13.781 0.019
2456806.71366909 13.816 0.02
2456144.6836307 13.5 0.016
2456573.49646966 13.64 0.017
2456804.7066316 13.851 0.031
2457225.505621 13.912 0.023
2457273.56285804 13.82 0.021
2457242.60842835 13.562 0.021
2455834.55712109 13.927 0.026
2456510.48315386 13.866 0.023
2456563.57868992 13.725 0.026
