HJD mag emag
2455309.7589699 16.234 0.139
2455818.52390016 16.018 0.127
2456160.60001347 16.136 0.132
2456484.58745569 15.732 0.097
2456133.71639878 16.611 0.202
2456477.63061378 15.924 0.111
2456115.61282453 16.332 0.16
2455434.65834223 16.034 0.127
2456109.64102519 15.866 0.111
2456161.56627288 16.08 0.131
2456020.7677059 16.066 0.132
2456094.67810458 16.102 0.135
2456476.55561724 16.089 0.136
2456129.67719471 16.266 0.154
2456477.52743466 15.959 0.12
2456476.61999909 16.014 0.133
2456742.84715366 16.225 0.153
2456102.58549545 16.315 0.164
2456127.58678205 16.092 0.137
2456005.8355524 16.05 0.132
2456526.60220779 15.778 0.105
2457229.55223349 15.731 0.104
2457229.74547919 16.153 0.155
2456114.62605421 16.013 0.126
2456512.63053775 16.449 0.194
2455844.54941545 15.974 0.129
2456734.80947703 16.009 0.134
2456538.59069138 15.977 0.129
2456789.68879582 15.952 0.128
2456477.57984695 16.395 0.182
2456095.63274054 16.254 0.166
2456162.64197332 16.619 0.228
2456536.5384378 16.231 0.16
2456537.6098039 16.415 0.192
2456132.64440217 16.298 0.169
2456790.65793362 16.097 0.146
2456479.56274835 16.309 0.19
2456806.71366909 16.097 0.145
2456144.6836307 16.504 0.23
2456573.49646966 16.094 0.159
2456804.7066316 15.938 0.149
2457225.505621 16.078 0.15
2457273.56285804 15.853 0.127
2457242.60842835 16.048 0.179
2456536.58374851 15.664 0.124
2456424.88940529 15.704 0.13
