HJD mag emag
2455309.7589699 16.206 0.136
2455818.52390016 16.196 0.149
2456160.60001347 15.926 0.109
2456484.58745569 16.241 0.152
2456133.71639878 16.116 0.133
2456477.63061378 16.061 0.126
2456089.7007663 16.284 0.153
2456115.61282453 16.145 0.136
2455434.65834223 15.746 0.1
2456109.64102519 16.083 0.134
2456161.56627288 16.223 0.146
2456020.7677059 15.798 0.106
2456094.67810458 16.313 0.163
2456480.70307838 16.061 0.129
2456476.55561724 15.547 0.086
2455328.75649563 15.888 0.114
2456129.67719471 16.02 0.124
2456477.52743466 15.92 0.116
2456511.61833425 16.007 0.128
2456476.61999909 15.894 0.113
2456742.84715366 15.868 0.113
2456102.58549545 15.927 0.118
2456102.73475181 16.08 0.135
2456127.58678205 16.215 0.153
2456005.8355524 15.739 0.103
2456526.60220779 15.677 0.096
2457229.55223349 15.919 0.122
2456510.61628162 16.013 0.132
2457229.74547919 15.763 0.109
2456114.62605421 16.286 0.157
2456464.77626912 15.66 0.094
2455829.59314994 15.734 0.107
2456512.63053775 16.069 0.141
2455844.54941545 15.71 0.1
2456734.80947703 16.024 0.134
2456538.59069138 16.193 0.156
2456789.68879582 15.646 0.098
2456477.57984695 16.311 0.182
2456106.7700705 16.196 0.169
2456162.64197332 16.186 0.151
2456536.5384378 16.683 0.241
2456537.6098039 16.099 0.147
2456745.89754341 16.23 0.163
2456132.64440217 16.29 0.17
2456790.65793362 16.047 0.139
2456479.56274835 16.165 0.151
2456125.72347952 16.305 0.18
2455794.69893252 16.204 0.174
2456806.71366909 15.95 0.128
2455858.51018585 15.904 0.128
2456573.49646966 16.252 0.179
2457225.505621 15.893 0.13
2457273.56285804 15.749 0.115
2456536.58374851 15.819 0.131
2456510.48315386 16.435 0.207
