HJD mag emag
2455309.7589699 15.775 0.091
2455818.52390016 15.71 0.096
2456160.60001347 15.043 0.05
2456484.58745569 15.568 0.083
2456133.71639878 14.933 0.047
2456477.63061378 15.331 0.065
2456089.7007663 14.614 0.035
2456109.64102519 15.007 0.051
2456161.56627288 15.443 0.074
2456020.7677059 15.769 0.101
2456094.67810458 15.133 0.057
2456480.70307838 15.11 0.055
2456476.55561724 15.504 0.08
2455328.75649563 15.806 0.105
2456129.67719471 14.971 0.049
2456477.52743466 15.318 0.069
2456511.61833425 15.148 0.059
2456476.61999909 15.651 0.092
2456742.84715366 15.471 0.079
2456102.73475181 14.943 0.049
2456127.58678205 15.456 0.079
2456526.60220779 15.372 0.073
2457229.55223349 15.536 0.088
2456510.61628162 15.259 0.067
2456512.63053775 15.272 0.068
2455844.54941545 15.689 0.098
2456734.80947703 15.679 0.102
2456538.59069138 15.387 0.078
2456477.57984695 15.591 0.091
2456095.63274054 15.694 0.1
2456162.64197332 15.725 0.104
2456536.5384378 15.624 0.097
2456745.89754341 15.802 0.112
2456790.65793362 15.814 0.114
2456479.56274835 15.728 0.107
2456806.71366909 15.525 0.092
2456573.49646966 15.666 0.104
2457225.505621 15.844 0.123
2457273.56285804 15.759 0.122
2456536.58374851 15.954 0.156
2456510.48315386 15.975 0.155
2456146.70396897 15.828 0.132
2456424.88940529 15.559 0.117
2456479.70592536 15.48 0.091
2457272.58666747 15.949 0.159
