HJD mag emag
2455309.7589699 16.227 0.139
2455818.52390016 16.247 0.156
2456484.58745569 16.753 0.234
2456133.71639878 16.245 0.151
2456477.63061378 16.301 0.154
2455434.65834223 16.031 0.129
2456109.64102519 16.322 0.165
2456161.56627288 16.925 0.266
2456020.7677059 15.93 0.12
2456094.67810458 16.051 0.131
2456476.55561724 16.312 0.165
2455328.75649563 16.043 0.129
2456129.67719471 16.379 0.171
2456477.52743466 16.129 0.139
2456742.84715366 16.035 0.13
2456102.73475181 16.339 0.169
2456127.58678205 15.992 0.128
2456005.8355524 16.301 0.167
2456526.60220779 16.385 0.177
2457229.55223349 16.698 0.241
2456510.61628162 16.615 0.223
2457229.74547919 16.142 0.155
2456114.62605421 16.313 0.165
2456464.77626912 16.639 0.217
2455829.59314994 16.778 0.26
2456512.63053775 16.907 0.281
2455844.54941545 16.276 0.163
2456734.80947703 16.364 0.182
2456538.59069138 16.236 0.162
2456789.68879582 16.362 0.182
2456477.57984695 16.296 0.179
2456095.63274054 16.342 0.197
2456106.7700705 16.434 0.217
2456162.64197332 16.594 0.216
2456537.6098039 16.786 0.267
2456745.89754341 16.451 0.197
2456132.64440217 16.276 0.171
2456790.65793362 16.26 0.167
2456113.58834037 16.591 0.234
2456125.72347952 16.286 0.178
2455794.69893252 16.971 0.316
2456806.71366909 16.644 0.232
2455858.51018585 17.024 0.329
2456144.6836307 16.235 0.183
2456573.49646966 16.518 0.222
2457225.505621 16.364 0.195
2457273.56285804 16.232 0.182
2456536.58374851 16.352 0.208
2456510.48315386 16.04 0.154
2456479.70592536 16.298 0.196
