HJD mag emag
2455309.7589699 16.292 0.146
2455818.52390016 15.638 0.092
2456484.58745569 15.921 0.115
2456133.71639878 15.96 0.116
2456477.63061378 16.019 0.12
2456115.61282453 15.682 0.09
2455434.65834223 15.625 0.088
2456109.64102519 15.666 0.094
2456161.56627288 15.612 0.086
2456020.7677059 15.87 0.112
2456094.67810458 15.937 0.117
2456480.70307838 15.897 0.112
2456476.55561724 16.104 0.14
2455328.75649563 15.733 0.099
2456129.67719471 15.735 0.098
2456477.52743466 15.761 0.1
2456511.61833425 15.975 0.125
2456476.61999909 15.581 0.085
2456742.84715366 15.984 0.122
2456102.58549545 16.316 0.165
2456127.58678205 16.091 0.138
2456005.8355524 16.15 0.146
2456526.60220779 15.787 0.107
2457229.55223349 15.807 0.111
2457229.74547919 15.586 0.095
2456114.62605421 15.8 0.105
2456464.77626912 15.843 0.108
2455829.59314994 16.366 0.19
2456512.63053775 15.667 0.097
2455844.54941545 16.264 0.169
2456538.59069138 15.89 0.122
2456789.68879582 16.206 0.161
2456477.57984695 15.814 0.111
2456095.63274054 15.701 0.105
2456745.89754341 15.561 0.092
2456132.64440217 15.868 0.114
2456479.56274835 16.2 0.158
2455794.69893252 16.277 0.182
2457225.505621 16.432 0.21
