HJD mag emag
2455309.7589699 16.513 0.176
2455818.52390016 16.165 0.144
2456160.60001347 16.038 0.12
2456484.58745569 16.373 0.169
2456133.71639878 16.298 0.156
2456477.63061378 16.034 0.122
2456089.7007663 16.03 0.123
2456115.61282453 15.927 0.113
2455434.65834223 16.17 0.144
2456109.64102519 15.93 0.117
2456161.56627288 15.892 0.11
2456020.7677059 16.529 0.198
2456094.67810458 15.94 0.117
2456480.70307838 15.972 0.119
2456476.55561724 16.094 0.137
2455328.75649563 16.058 0.131
2456129.67719471 15.986 0.122
2456477.52743466 16.485 0.189
2456511.61833425 16.792 0.246
2456476.61999909 16.088 0.138
2456742.84715366 16.037 0.13
2456102.58549545 16.052 0.134
2456102.73475181 15.947 0.12
2456127.58678205 16.116 0.141
2456005.8355524 16.085 0.138
2456526.60220779 16.032 0.131
2457229.55223349 16.08 0.142
2456510.61628162 16.06 0.138
2457229.74547919 16.926 0.299
2456114.62605421 16.158 0.145
2456464.77626912 16.074 0.135
2455829.59314994 15.939 0.127
2456512.63053775 16.059 0.137
2455844.54941545 16.065 0.137
2456734.80947703 16.044 0.14
2456538.59069138 16.212 0.159
2456789.68879582 16.269 0.17
2456477.57984695 16.436 0.19
2456095.63274054 15.962 0.13
2456106.7700705 16.757 0.26
2456162.64197332 15.977 0.131
2456536.5384378 16.173 0.155
2456537.6098039 16.77 0.257
2456745.89754341 16.794 0.264
2456132.64440217 17.006 0.31
2456790.65793362 16.64 0.232
2456479.56274835 16.192 0.164
2456113.58834037 16.12 0.152
2456125.72347952 16.204 0.165
2455794.69893252 16.473 0.207
2456806.71366909 16.13 0.154
2455858.51018585 16.174 0.162
2456144.6836307 16.459 0.218
2456573.49646966 16.11 0.154
2456804.7066316 16.572 0.285
2457225.505621 16.278 0.181
2457273.56285804 16.278 0.191
2455834.55712109 16.234 0.2
2456479.79998416 16.489 0.238
2456536.58374851 16.42 0.229
2456479.70592536 16.169 0.179
2457272.58666747 16.183 0.199
