HJD mag emag
2455309.7589699 15.87 0.099
2455818.52390016 15.351 0.07
2456160.60001347 15.819 0.097
2456484.58745569 15.291 0.064
2456133.71639878 15.358 0.067
2456477.63061378 15.416 0.069
2456089.7007663 15.363 0.066
2456115.61282453 15.611 0.083
2455434.65834223 15.829 0.105
2456109.64102519 15.376 0.07
2456161.56627288 15.347 0.068
2456020.7677059 15.275 0.065
2456094.67810458 15.868 0.107
2456480.70307838 15.493 0.075
2456476.55561724 15.264 0.064
2455328.75649563 15.272 0.065
2456129.67719471 15.84 0.105
2456477.52743466 15.874 0.108
2456511.61833425 15.736 0.098
2456476.61999909 15.625 0.092
2456742.84715366 15.97 0.12
2456102.58549545 15.622 0.089
2456102.73475181 15.319 0.067
2456127.58678205 15.626 0.09
2456005.8355524 15.846 0.11
2456526.60220779 15.751 0.101
2457229.55223349 15.697 0.1
2456510.61628162 15.297 0.069
2457229.74547919 15.293 0.072
2456114.62605421 15.281 0.067
2456464.77626912 15.507 0.081
2455829.59314994 15.648 0.099
2456512.63053775 15.4 0.076
2455844.54941545 15.319 0.071
2456734.80947703 15.717 0.103
2456538.59069138 16.027 0.134
2456789.68879582 15.812 0.114
2456477.57984695 15.255 0.065
2456095.63274054 15.305 0.067
2456106.7700705 15.81 0.107
2456162.64197332 15.342 0.073
2456536.5384378 15.283 0.07
2456537.6098039 15.291 0.071
2456745.89754341 15.444 0.081
2456132.64440217 15.284 0.069
2456790.65793362 15.373 0.076
2456479.56274835 15.279 0.074
2456113.58834037 15.407 0.078
2456125.72347952 16.013 0.141
2455794.69893252 15.372 0.076
2456806.71366909 15.358 0.079
2455858.51018585 15.343 0.076
2456144.6836307 15.894 0.131
2456573.49646966 15.383 0.081
2456804.7066316 15.819 0.117
2457225.505621 15.367 0.081
2457273.56285804 15.35 0.083
2457242.60842835 15.439 0.106
2456479.79998416 15.478 0.1
2456536.58374851 15.481 0.098
2456424.88940529 15.897 0.137
2456479.70592536 15.398 0.087
2457272.58666747 15.735 0.133
2456563.57868992 15.867 0.148
