HJD mag emag
2455309.7589699 16.667 0.228
2455818.52390016 16.847 0.272
2456160.60001347 16.644 0.224
2456484.58745569 15.991 0.125
2456477.63061378 16.268 0.154
2456089.7007663 16.358 0.171
2456115.61282453 16.128 0.138
2455434.65834223 16.656 0.225
2456109.64102519 16.141 0.146
2456020.7677059 15.973 0.124
2456094.67810458 16.432 0.183
2456480.70307838 16.544 0.211
2456476.55561724 16.111 0.145
2455328.75649563 16.49 0.205
2456129.67719471 16.289 0.168
2456477.52743466 15.974 0.126
2456511.61833425 16.485 0.205
2456476.61999909 16.109 0.139
2456742.84715366 16.231 0.158
2456102.58549545 16.181 0.153
2456102.73475181 16.669 0.246
2456127.58678205 16.243 0.16
2456005.8355524 16.498 0.198
2456526.60220779 17.208 0.379
2457229.55223349 16.236 0.165
2456510.61628162 16.702 0.261
2457229.74547919 16.364 0.198
2456114.62605421 16.353 0.178
2456464.77626912 16.67 0.24
2455829.59314994 16.88 0.297
2456538.59069138 16.139 0.16
2456789.68879582 16.291 0.183
2456162.64197332 16.306 0.185
2456745.89754341 16.696 0.252
2456132.64440217 16.961 0.316
2456790.65793362 16.121 0.156
2456479.56274835 16.382 0.194
2456125.72347952 16.123 0.159
2456806.71366909 16.538 0.22
2456573.49646966 16.266 0.191
2457225.505621 16.448 0.216
