HJD mag emag
2455820.56199467 13.581 0.014
2455839.52441602 13.622 0.015
2456507.49557602 13.684 0.015
2456484.67874153 13.66 0.014
2456509.54330404 13.709 0.016
2455806.59149225 13.568 0.015
2456020.78712759 13.805 0.018
2456115.59726817 13.787 0.017
2457113.90829559 13.563 0.014
2456527.63701619 13.711 0.016
2456373.87737575 13.614 0.015
2456089.68388841 13.804 0.017
2455824.58287128 13.578 0.015
2456560.54846487 13.737 0.017
2456127.53466249 13.78 0.018
2456195.53998833 13.77 0.017
2456129.66305532 13.803 0.017
2456126.59386375 13.79 0.018
2456102.57052638 13.793 0.018
2455309.73733315 13.69 0.015
2456487.7077296 13.662 0.016
2456196.52480044 13.764 0.018
2456461.66384021 13.653 0.016
2455451.57393543 13.679 0.016
2457268.51535307 13.651 0.016
2456717.88975518 13.779 0.018
2456004.79832905 13.771 0.018
2457274.52131034 13.676 0.016
2456534.60024225 13.708 0.017
2456094.64573887 13.789 0.018
2456155.52380353 13.783 0.018
2456572.53104322 13.726 0.017
2456114.5817467 13.807 0.018
2456112.71944072 13.797 0.018
2456559.50081556 13.712 0.017
2456095.61755661 13.803 0.018
2456799.65187058 13.746 0.021
2456366.82812411 13.628 0.016
2457241.6781982 13.684 0.018
2456798.81227452 13.771 0.019
2455780.70154508 13.63 0.016
2456144.51074063 13.78 0.019
2456799.62756197 13.757 0.021
2455334.81554968 13.645 0.017
2457273.55282982 13.68 0.018
2457253.60681892 13.659 0.019
2455445.55984062 13.71 0.019
2456583.48652096 13.741 0.02
2456507.55927067 13.685 0.018
2456125.66009827 13.793 0.02
2456158.68093695 13.809 0.022
2457226.633823 13.575 0.021
2455847.54621465 13.605 0.019
2456198.56201431 13.787 0.021
2456770.80960466 13.795 0.024
2456157.565304 13.778 0.02
2456422.9019975 13.549 0.018
2456779.9216732 13.802 0.024
2456128.67174937 13.803 0.023
2456365.82303491 13.671 0.023
2456157.67992577 13.829 0.032
