HJD mag emag
2455820.56199467 13.513 0.014
2455839.52441602 13.5 0.013
2456484.67874153 13.71 0.015
2456509.54330404 13.46 0.013
2455806.59149225 13.493 0.014
2457113.90829559 13.571 0.015
2456373.87737575 13.309 0.011
2456089.68388841 13.36 0.012
2456195.53998833 13.354 0.012
2456129.66305532 13.562 0.014
2456126.59386375 13.343 0.012
2456102.57052638 13.327 0.012
2455309.73733315 13.459 0.012
2455451.57393543 13.477 0.014
2456717.88975518 13.473 0.013
2456004.79832905 13.537 0.015
2457274.52131034 13.648 0.015
2456141.60817285 13.573 0.014
2456534.60024225 13.459 0.013
2456799.65187058 13.593 0.018
