HJD mag emag
2455820.56199467 13.444 0.013
2455839.52441602 13.385 0.012
2456507.49557602 13.313 0.011
2456484.67874153 13.336 0.011
2456509.54330404 13.348 0.012
2455806.59149225 13.408 0.013
2456020.78712759 13.388 0.012
2456115.59726817 13.38 0.012
2457113.90829559 13.246 0.011
2456527.63701619 13.299 0.011
2456373.87737575 13.436 0.013
2456089.68388841 13.382 0.012
2455824.58287128 13.442 0.013
2456197.53362009 13.296 0.011
2456560.54846487 13.386 0.013
2456127.53466249 13.373 0.013
2456195.53998833 13.303 0.011
2456129.66305532 13.371 0.012
2456126.59386375 13.373 0.013
2456102.57052638 13.455 0.013
2455309.73733315 13.39 0.012
2456487.7077296 13.325 0.012
2456196.52480044 13.302 0.012
2456461.66384021 13.296 0.012
2455451.57393543 13.334 0.012
2457268.51535307 13.22 0.011
2456717.88975518 13.418 0.013
2456004.79832905 13.375 0.013
2457274.52131034 13.27 0.011
2456141.60817285 13.377 0.012
2456534.60024225 13.324 0.012
2456094.64573887 13.397 0.013
2456130.6919066 13.368 0.012
2456155.52380353 13.367 0.012
2456367.81714336 13.421 0.013
2456572.53104322 13.393 0.013
2456114.5817467 13.406 0.013
2456112.71944072 13.439 0.013
2456559.50081556 13.398 0.013
2456095.61755661 13.41 0.013
2456370.88031696 13.431 0.013
2456799.65187058 13.277 0.013
2456366.82812411 13.426 0.013
2457241.6781982 13.253 0.013
2456798.81227452 13.282 0.013
2455780.70154508 13.479 0.014
2456144.51074063 13.39 0.014
2456799.62756197 13.299 0.013
2455334.81554968 13.302 0.012
2457273.55282982 13.23 0.013
2457253.60681892 13.299 0.014
2455445.55984062 13.348 0.015
2456583.48652096 13.311 0.014
2456507.55927067 13.357 0.015
2456125.66009827 13.364 0.015
2456158.68093695 13.327 0.013
2457226.633823 13.265 0.016
2455847.54621465 13.375 0.015
2456198.56201431 13.306 0.014
2456770.80960466 13.305 0.015
2456157.565304 13.344 0.013
2456422.9019975 13.284 0.014
2456128.67174937 13.356 0.016
2456365.82303491 13.414 0.022
