HJD mag emag
2456507.49557602 14.971 0.049
2456484.67874153 15.012 0.049
2456509.54330404 15.007 0.052
2455806.59149225 14.962 0.053
2456020.78712759 15.015 0.053
2456115.59726817 15.025 0.051
2456527.63701619 15.051 0.054
2456373.87737575 14.948 0.049
2456089.68388841 15.071 0.055
2455824.58287128 14.881 0.049
2456197.53362009 15.022 0.054
2456560.54846487 14.987 0.054
2456127.53466249 15.055 0.057
2456195.53998833 14.995 0.052
2456129.66305532 14.972 0.05
2456126.59386375 15.065 0.057
2456102.57052638 15.047 0.054
2455309.73733315 15.087 0.053
2456487.7077296 14.935 0.05
2456196.52480044 15.036 0.057
2456461.66384021 15.031 0.053
2455451.57393543 15.596 0.09
2457268.51535307 15.08 0.056
2456004.79832905 15.003 0.055
2457274.52131034 15 0.051
2456141.60817285 15.059 0.054
2456534.60024225 15.026 0.056
2456094.64573887 15.048 0.055
2456130.6919066 14.969 0.052
2456155.52380353 15.048 0.054
2456367.81714336 14.948 0.051
2456572.53104322 14.996 0.056
2456114.5817467 15.04 0.056
2456112.71944072 15.051 0.055
2456095.61755661 15.05 0.057
2456370.88031696 14.987 0.053
2456799.65187058 15 0.066
2456366.82812411 14.928 0.052
2457241.6781982 15.027 0.062
2456798.81227452 14.938 0.054
2455780.70154508 14.97 0.057
2456144.51074063 15.042 0.062
2456799.62756197 14.929 0.055
2455334.81554968 15.063 0.059
2457273.55282982 15.062 0.063
2456583.48652096 14.961 0.061
2456507.55927067 14.976 0.062
2456125.66009827 15.075 0.063
2456158.68093695 15.044 0.066
2456198.56201431 14.958 0.061
2456157.565304 15.124 0.064
2456422.9019975 14.962 0.061
