HJD mag emag
2455806.59149225 15.744 0.104
2456115.59726817 15.767 0.1
2455824.58287128 15.782 0.107
2456560.54846487 15.759 0.105
2456195.53998833 15.744 0.099
2456129.66305532 15.734 0.098
2456196.52480044 15.705 0.101
2457268.51535307 15.633 0.094
2456094.64573887 15.738 0.101
2456572.53104322 15.786 0.107
2456114.5817467 15.775 0.107
2456559.50081556 15.785 0.113
2456799.65187058 15.855 0.14
2457241.6781982 15.846 0.128
2455780.70154508 15.775 0.11
2456799.62756197 15.872 0.127
2457253.60681892 15.88 0.137
2455847.54621465 15.884 0.139
2456770.80960466 16.014 0.165
