HJD mag emag
2455820.56199467 13.543 0.014
2455839.52441602 13.507 0.014
2456507.49557602 13.689 0.016
2456484.67874153 13.773 0.016
2456509.54330404 13.705 0.016
2455806.59149225 13.528 0.015
2456020.78712759 13.574 0.015
2456115.59726817 13.819 0.018
2457113.90829559 13.668 0.016
2456527.63701619 13.719 0.016
2456373.87737575 13.882 0.019
2456089.68388841 13.857 0.019
2455824.58287128 13.574 0.015
2456197.53362009 13.704 0.016
2456560.54846487 13.673 0.016
2456127.53466249 13.721 0.017
2456195.53998833 13.739 0.017
2456129.66305532 13.78 0.017
2456126.59386375 13.735 0.018
2456102.57052638 13.862 0.019
2455309.73733315 13.592 0.014
2456487.7077296 13.778 0.018
2456196.52480044 13.727 0.017
2456461.66384021 13.751 0.017
2455451.57393543 13.449 0.013
2457268.51535307 13.8 0.018
2456717.88975518 13.661 0.016
2456004.79832905 13.614 0.016
2457274.52131034 13.637 0.015
2456141.60817285 13.835 0.018
2456534.60024225 13.814 0.019
2456094.64573887 13.858 0.019
2456130.6919066 13.817 0.018
2456155.52380353 13.864 0.019
2456367.81714336 13.952 0.021
2456572.53104322 13.782 0.018
2456114.5817467 13.81 0.018
2456112.71944072 13.782 0.018
2456559.50081556 13.691 0.017
2456095.61755661 13.897 0.02
2456370.88031696 13.844 0.02
2456799.65187058 13.733 0.02
2456366.82812411 13.966 0.022
2457241.6781982 13.631 0.016
2456798.81227452 13.738 0.017
2455780.70154508 13.581 0.016
2456144.51074063 13.815 0.019
2456799.62756197 13.755 0.022
2455334.81554968 13.477 0.015
2457273.55282982 13.676 0.019
2457253.60681892 13.831 0.02
2455445.55984062 13.354 0.013
2456583.48652096 13.759 0.023
2456507.55927067 13.737 0.019
2456125.66009827 13.776 0.019
2456158.68093695 13.769 0.02
2457226.633823 13.659 0.019
2455847.54621465 13.405 0.016
2456198.56201431 13.693 0.019
2456770.80960466 13.637 0.023
2456157.565304 13.801 0.022
2456422.9019975 13.726 0.022
2456779.9216732 13.733 0.022
2456128.67174937 13.773 0.023
2456157.67992577 13.863 0.034
