HJD mag emag
2455820.56199467 14.389 0.03
2455839.52441602 14.423 0.031
2456507.49557602 14.135 0.023
2456484.67874153 14.183 0.023
2456020.78712759 14.44 0.032
2457113.90829559 14.227 0.026
2455824.58287128 14.43 0.032
2456560.54846487 14.143 0.025
2456195.53998833 14.108 0.023
2456126.59386375 14.044 0.023
2455309.73733315 14.505 0.032
2456487.7077296 14.154 0.024
2456196.52480044 14.187 0.026
2456461.66384021 14.217 0.026
2455451.57393543 14.442 0.032
2457268.51535307 14.051 0.022
2456004.79832905 14.443 0.033
2456155.52380353 14.218 0.026
2456112.71944072 14.165 0.024
2457241.6781982 14.082 0.027
2455445.55984062 14.446 0.039
2456583.48652096 14.112 0.028
2456507.55927067 14.178 0.031
2455847.54621465 13.984 0.026
2456422.9019975 14.178 0.03
