HJD mag emag
2455820.56199467 16.11 0.136
2456484.67874153 15.816 0.1
2456509.54330404 15.857 0.11
2456560.54846487 15.883 0.117
2456127.53466249 16.017 0.134
2456129.66305532 15.864 0.111
2456126.59386375 16.032 0.134
2456102.57052638 16.021 0.131
2455451.57393543 15.909 0.119
2456717.88975518 15.888 0.121
2456141.60817285 15.897 0.117
2456130.6919066 15.857 0.114
2456559.50081556 15.88 0.122
2456095.61755661 15.978 0.131
2456370.88031696 15.958 0.13
2456799.65187058 15.865 0.13
2455780.70154508 15.835 0.117
