HJD mag emag
2455820.56199467 13.926 0.02
2455839.52441602 13.937 0.02
2456507.49557602 13.768 0.017
2455806.59149225 13.747 0.018
2456020.78712759 13.906 0.02
2457113.90829559 13.715 0.017
2456527.63701619 13.704 0.016
2456373.87737575 13.785 0.017
2455824.58287128 13.938 0.021
2456197.53362009 13.66 0.016
2456560.54846487 13.7 0.017
2456127.53466249 13.708 0.017
2456195.53998833 13.674 0.016
2455309.73733315 14.004 0.02
2456487.7077296 13.692 0.016
2456196.52480044 13.677 0.017
2455451.57393543 13.962 0.021
2456004.79832905 13.872 0.02
2456141.60817285 13.742 0.016
2456130.6919066 13.707 0.017
2456155.52380353 13.738 0.017
2456367.81714336 13.834 0.019
2456112.71944072 13.816 0.019
2456095.61755661 13.722 0.017
2456370.88031696 13.787 0.018
2456366.82812411 13.8 0.019
2457241.6781982 13.816 0.02
2455780.70154508 13.785 0.02
2455334.81554968 13.941 0.022
2455445.55984062 13.975 0.026
2456507.55927067 13.773 0.02
2457226.633823 13.796 0.022
2455847.54621465 13.737 0.023
2456157.565304 13.76 0.02
2456365.82303491 13.7 0.029
