HJD mag emag
2455820.56199467 13.691 0.017
2455839.52441602 13.723 0.018
2456509.54330404 13.493 0.02
2456020.78712759 13.739 0.018
2457113.90829559 13.44 0.02
2455824.58287128 13.714 0.018
2455309.73733315 13.949 0.019
2456461.66384021 13.525 0.021
2455451.57393543 13.696 0.018
2456717.88975518 13.483 0.02
2456534.60024225 13.489 0.016
2456799.65187058 13.443 0.021
2456366.82812411 13.433 0.02
2455334.81554968 13.689 0.018
2456583.48652096 13.49 0.019
2456770.80960466 13.529 0.024
2456422.9019975 13.468 0.019
