idStar Pred CC EA EC LPV MIRA NOVA RCorB RRab typeIICep Sum per flag
1-227004 CC 1 0 0 0 0 0 0 0 0 1 1.19020041140109 NonS
1-227015 EC 0 0 1 0 0 0 0 0 0 1 1.00091941291528 NonS
1-227496 RRab 0 0 0 0 0 0 0 1 0 1 0.0211152626568726 NonS
1-227614 EC 0 0 1 0 0 0 0 0 0 1 3.07806252059527 Sig
1-227766 EC 0 0 1 0 0 0 0 0 0 1 1.04517501866608 NonS
1-228087 RRab 0 0 0 0 0 0 0 1 0 1 1.00091941291528 NonS
1-228127 EC 0 0 1 0 0 0 0 0 0 1 1.89191126025027 NonS
1-228280 RRab 0 0 0 0 0 0 0 1 0 1 0.0330855320309764 NonS
1-228325 RRab 0 0 0 0 0 0 0 1 0 1 0.0614636558962604 OverS
1-228486 EC 0 0 1 0 0 0 0 0 0 1 1.59918883399005 NonS
1-228659 CC 1 0 0 0 0 0 0 0 0 1 1.87923817046869 NonS
1-228668 RRab 0 0 0 0 0 0 0 1 0 1 0.0705237336831064 NonS
1-228731 EC 0 0 1 0 0 0 0 0 0 1 1.28521196867787 NonS
1-228850 EC 0 0 1 0 0 0 0 0 0 1 11.9744139520718 NonS
1-228918 EC 0 0 1 0 0 0 0 0 0 1 1.13449098101663 NonS
1-229029 RRab 0 0 0 0 0 0 0 1 0 1 0.0418543028162784 NonS
1-229496 CC 1 0 0 0 0 0 0 0 0 1 3.88872057057382 NonS
1-230291 CC 1 0 0 0 0 0 0 0 0 1 8.14856385120241 NonS
1-230413 EC 0 0 1 0 0 0 0 0 0 1 1.74715648411013 NonS
1-230571 RRab 0 0 0 0 0 0 0 1 0 1 0.0584595350391131 NonS
1-231123 RRab 0 0 0 0 0 0 0 1 0 1 0.0790963383333245 NonS
1-231691 CC 1 0 0 0 0 0 0 0 0 1 4.50413735811876 NonS
1-231772 CC 1 0 0 0 0 0 0 0 0 1 3.02589196939874 NonS
1-231813 CC 1 0 0 0 0 0 0 0 0 1 1.36755145413634 NonS
1-231935 CC 1 0 0 0 0 0 0 0 0 1 22.8569822534475 NonS
1-232031 CC 1 0 0 0 0 0 0 0 0 1 7.61164297728597 NonS
1-232136 CC 1 0 0 0 0 0 0 0 0 1 45.6698578637158 Sig
1-232149 EC 0 0 1 0 0 0 0 0 0 1 2.06895097983792 NonS
1-232264 EC 0 0 1 0 0 0 0 0 0 1 6.74846696955251 NonS
1-232311 EC 0 0 1 0 0 0 0 0 0 1 1.00091941291528 NonS
1-232672 EC 0 0 1 0 0 0 0 0 0 1 6.64288326501717 NonS
1-233006 EC 0 0 1 0 0 0 0 0 0 1 1.28513153232235 NonS
1-233194 CC 1 0 0 0 0 0 0 0 0 1 5.1751657932334 NonS
1-233201 EC 0 0 1 0 0 0 0 0 0 1 5.64311462109132 NonS
1-233334 CC 1 0 0 0 0 0 0 0 0 1 67.7173754530959 NonS
1-233483 RRab 0 0 0 0 0 0 0 1 0 1 0.047833873935081 NonS
1-233486 CC 1 0 0 0 0 0 0 0 0 1 1.13909738291171 NonS
1-233539 RRab 0 0 0 0 0 0 0 1 0 1 0.021831444066788 NonS
1-233879 RRab 0 0 0 0 0 0 0 1 0 1 0.998375133777215 Sig
1-234780 CC 1 0 0 0 0 0 0 0 0 1 1.02441517378184 Sig
1-234993 EC 0 0 1 0 0 0 0 0 0 1 9.8190194406989 NonS
1-235035 EC 0 0 1 0 0 0 0 0 0 1 6.33485125206381 NonS
1-235165 CC 1 0 0 0 0 0 0 0 0 1 1.12702592329445 NonS
1-235314 CC 1 0 0 0 0 0 0 0 0 1 1.26046462653388 NonS
1-235545 LPV 0 0 0 1 0 0 0 0 0 1 26.2985378573968 NonS
1-235940 RRab 0 0 0 0 0 0 0 1 0 1 0.106394021350415 NonS
1-236595 EC 0 0 1 0 0 0 0 0 0 1 8.08149748205671 NonS
1-236714 RRab 0 0 0 0 0 0 0 1 0 1 0.026906110917876 NonS
1-237018 CC 1 0 0 0 0 0 0 0 0 1 8.14451326792519 NonS
1-237116 EA 0 1 0 0 0 0 0 0 0 1 1.28513153232235 NonS
1-237253 RRab 0 0 0 0 0 0 0 1 0 1 0.332421768367169 OverS
1-237497 CC 1 0 0 0 0 0 0 0 0 1 1.23392449183136 NonS
1-237591 CC 1 0 0 0 0 0 0 0 0 1 1.33517837919999 NonS
1-237860 CC 1 0 0 0 0 0 0 0 0 1 1.09228029914856 NonS
1-238542 CC 1 0 0 0 0 0 0 0 0 1 1.07502044193146 NonS
1-238589 EC 0 0 1 0 0 0 0 0 0 1 2.00625549560041 NonS
1-238640 EC 0 0 1 0 0 0 0 0 0 1 11.9744139520718 NonS
1-239061 CC 1 0 0 0 0 0 0 0 0 1 6.44290774929393 NonS
1-239249 RRab 0 0 0 0 0 0 0 1 0 1 0.0386532962246555 NonS
1-239343 CC 1 0 0 0 0 0 0 0 0 1 2.19641983914771 NonS
1-239365 RRab 0 0 0 0 0 0 0 1 0 1 0.0386875695461774 NonS
1-239498 CC 1 0 0 0 0 0 0 0 0 1 4.51761531597551 NonS
1-239518 RRab 0 0 0 0 0 0 0 1 0 1 0.0637530385605523 NonS
1-239667 CC 1 0 0 0 0 0 0 0 0 1 1.35115166030232 NonS
1-240390 EC 0 0 1 0 0 0 0 0 0 1 1.44291248210123 NonS
1-241026 CC 1 0 0 0 0 0 0 0 0 1 6.44290774929393 NonS
1-241329 EC 0 0 1 0 0 0 0 0 0 1 13.2412862709627 NonS
1-241405 CC 1 0 0 0 0 0 0 0 0 1 2.19555670869124 NonS
1-241610 CC 1 0 0 0 0 0 0 0 0 1 1.23899298936264 NonS
1-242079 EC 0 0 1 0 0 0 0 0 0 1 1.0374030048282 NonS
1-242185 EC 0 0 1 0 0 0 0 0 0 1 12.5083050199986 NonS
1-242653 EC 0 0 1 0 0 0 0 0 0 1 2.61144134061141 NonS
1-242704 CC 1 0 0 0 0 0 0 0 0 1 4.50413735811876 NonS
1-242726 CC 1 0 0 0 0 0 0 0 0 1 2.63011850587615 NonS
1-242938 RRab 0 0 0 0 0 0 0 1 0 1 0.0307676044329168 NonS
1-243482 EC 0 0 1 0 0 0 0 0 0 1 6.15380291438972 NonS
1-243788 EC 0 0 1 0 0 0 0 0 0 1 1.09106597974984 NonS
1-243974 CC 1 0 0 0 0 0 0 0 0 1 1.2653375567911 NonS
1-244247 EC 0 0 1 0 0 0 0 0 0 1 1.02453922587492 NonS
1-244687 EC 0 0 1 0 0 0 0 0 0 1 6.33658913956961 NonS
1-244744 EA 0 1 0 0 0 0 0 0 0 1 1.16716505123987 NonS
1-245121 EC 0 0 1 0 0 0 0 0 0 1 9.0916846673138 NonS
1-245213 CC 1 0 0 0 0 0 0 0 0 1 78.5521555255912 NonS
1-245315 RRab 0 0 0 0 0 0 0 1 0 1 0.034855061732629 NonS
1-245872 RRab 0 0 0 0 0 0 0 1 0 1 0.0346056933837277 NonS
1-246139 RRab 0 0 0 0 0 0 0 1 0 1 0.902898339374612 NonS
1-246397 CC 1 0 0 0 0 0 0 0 0 1 6.3580574291118 NonS
1-246430 CC 1 0 0 0 0 0 0 0 0 1 4.25987828229887 NonS
1-246571 EC 0 0 1 0 0 0 0 0 0 1 1.44291248210123 NonS
1-246689 EC 0 0 1 0 0 0 0 0 0 1 1.0760569250081 NonS
1-247020 RRab 0 0 0 0 0 0 0 1 0 1 0.0277103372157048 NonS
1-247400 RRab 0 0 0 0 0 0 0 1 0 1 0.0260527460020136 NonS
1-247426 RRab 0 0 0 0 0 0 0 1 0 1 0.0206857203883943 NonS
1-247434 CC 1 0 0 0 0 0 0 0 0 1 8.50131553307264 NonS
1-247535 RRab 0 0 0 0 0 0 0 1 0 1 0.0262547896086312 NonS
1-247630 CC 1 0 0 0 0 0 0 0 0 1 1.00091941291528 NonS
1-248102 EC 0 0 1 0 0 0 0 0 0 1 2.10032501405324 NonS
1-248240 RRab 0 0 0 0 0 0 0 1 0 1 0.0338744568702634 NonS
1-248259 RRab 0 0 0 0 0 0 0 1 0 1 0.0511500504815925 NonS
1-248395 CC 1 0 0 0 0 0 0 0 0 1 1.11643200007947 NonS
1-249324 EC 0 0 1 0 0 0 0 0 0 1 1.93157596508007 NonS
1-249973 LPV 0 0 0 1 0 0 0 0 0 1 25.176972924869 Sig
1-250027 RRab 0 0 0 0 0 0 0 1 0 1 0.0275943958662287 NonS
1-250505 RRab 0 0 0 0 0 0 0 1 0 1 0.0278804728580577 OverS
1-250567 RRab 0 0 0 0 0 0 0 1 0 1 0.0390066740337571 NonS
1-250676 RRab 0 0 0 0 0 0 0 1 0 1 0.0268759788877821 NonS
1-250778 EC 0 0 1 0 0 0 0 0 0 1 13.6375270009707 NonS
1-251311 CC 1 0 0 0 0 0 0 0 0 1 3.99147131735728 NonS
1-251747 CC 1 0 0 0 0 0 0 0 0 1 1.0903963843086 NonS
1-251844 RRab 0 0 0 0 0 0 0 1 0 1 0.024043108962252 NonS
1-251905 typeIICep 0 0 0 0 0 0 0 0 1 1 2.37748654738472 NonS
1-251949 EC 0 0 1 0 0 0 0 0 0 1 1.94051767602745 NonS
1-251956 EC 0 0 1 0 0 0 0 0 0 1 70.1358531478493 NonS
1-252188 EC 0 0 1 0 0 0 0 0 0 1 1.78042056948303 NonS
1-252650 CC 1 0 0 0 0 0 0 0 0 1 163.650324011648 NonS
1-252770 EC 0 0 1 0 0 0 0 0 0 1 3.79846013179842 NonS
1-253242 RRab 0 0 0 0 0 0 0 1 0 1 0.0297660826034167 NonS
1-253546 RRab 0 0 0 0 0 0 0 1 0 1 0.0254292744565063 NonS
1-253549 typeIICep 0 0 0 0 0 0 0 0 1 1 1.06554741624513 NonS
1-253579 typeIICep 0 0 0 0 0 0 0 0 1 1 1.17000572545399 NonS
1-253918 EC 0 0 1 0 0 0 0 0 0 1 1.34048046971999 NonS
1-254039 RRab 0 0 0 0 0 0 0 1 0 1 0.168393404916805 NonS
1-254253 RRab 0 0 0 0 0 0 0 1 0 1 0.0433616085172952 NonS
1-254463 RRab 0 0 0 0 0 0 0 1 0 1 0.0402470707324094 NonS
1-254798 RRab 0 0 0 0 0 0 0 1 0 1 0.124290642469893 NonS
1-254825 EC 0 0 1 0 0 0 0 0 0 1 1.00091941291528 Sig
1-254853 RRab 0 0 0 0 0 0 0 1 0 1 0.0245141480749951 NonS
1-255030 EC 0 0 1 0 0 0 0 0 0 1 26.1840518418637 NonS
1-255055 RRab 0 0 0 0 0 0 0 1 0 1 0.0488223188040887 NonS
1-255111 RRab 0 0 0 0 0 0 0 1 0 1 0.332791711259071 NonS
1-255138 CC 1 0 0 0 0 0 0 0 0 1 2.19392674057887 NonS
1-255188 CC 1 0 0 0 0 0 0 0 0 1 1.97123871590307 NonS
1-255189 EC 0 0 1 0 0 0 0 0 0 1 7.44180817554106 NonS
1-255203 CC 1 0 0 0 0 0 0 0 0 1 1.00296419210408 NonS
1-255357 CC 1 0 0 0 0 0 0 0 0 1 3.54477236126314 NonS
1-255368 RRab 0 0 0 0 0 0 0 1 0 1 0.19387927994442 NonS
1-255631 RRab 0 0 0 0 0 0 0 1 0 1 0.0294779375936867 NonS
1-255793 EC 0 0 1 0 0 0 0 0 0 1 6.43870127258945 NonS
1-255903 RRab 0 0 0 0 0 0 0 1 0 1 0.238094554818111 NonS
1-255926 CC 1 0 0 0 0 0 0 0 0 1 5.19524838132217 NonS
1-256172 RRab 0 0 0 0 0 0 0 1 0 1 0.0321673628820837 OverS
1-256181 CC 1 0 0 0 0 0 0 0 0 1 4.83695538950685 NonS
1-256715 RRab 0 0 0 0 0 0 0 1 0 1 0.0234145758145221 NonS
1-256866 CC 1 0 0 0 0 0 0 0 0 1 2.2427491397079 NonS
1-257170 CC 1 0 0 0 0 0 0 0 0 1 1.24616363805192 NonS
1-257265 CC 1 0 0 0 0 0 0 0 0 1 1.88049609137081 NonS
1-257588 CC 1 0 0 0 0 0 0 0 0 1 1.00091941291528 NonS
1-257833 RRab 0 0 0 0 0 0 0 1 0 1 0.0797613374005841 NonS
1-258343 EC 0 0 1 0 0 0 0 0 0 1 21.345694436302 NonS
1-258473 EC 0 0 1 0 0 0 0 0 0 1 1.28521196867787 NonS
1-258526 EC 0 0 1 0 0 0 0 0 0 1 95.9993254644796 NonS
1-258723 EC 0 0 1 0 0 0 0 0 0 1 7.06404276309274 NonS
1-258829 CC 1 0 0 0 0 0 0 0 0 1 1.07562269427988 NonS
1-258950 EC 0 0 1 0 0 0 0 0 0 1 6.43870127258945 NonS
1-259400 CC 1 0 0 0 0 0 0 0 0 1 1.3761765158653 NonS
1-259403 EC 0 0 1 0 0 0 0 0 0 1 5.82731124077086 NonS
1-259441 RRab 0 0 0 0 0 0 0 1 0 1 0.418206601892745 NonS
1-259538 EC 0 0 1 0 0 0 0 0 0 1 2.88370614998499 NonS
1-259856 EC 0 0 1 0 0 0 0 0 0 1 1.711217922718 Sig
1-260410 EC 0 0 1 0 0 0 0 0 0 1 6.33485125206381 NonS
1-260448 RRab 0 0 0 0 0 0 0 1 0 1 0.0336892932092715 NonS
1-260530 CC 1 0 0 0 0 0 0 0 0 1 14.2304629575346 NonS
1-260637 EC 0 0 1 0 0 0 0 0 0 1 1.33774106821511 NonS
1-260733 EC 0 0 1 0 0 0 0 0 0 1 6.31448195543338 NonS
1-260857 RRab 0 0 0 0 0 0 0 1 0 1 0.199453290290538 NonS
1-260945 RRab 0 0 0 0 0 0 0 1 0 1 0.120375376249833 NonS
1-260980 RRab 0 0 0 0 0 0 0 1 0 1 0.264023109456814 NonS
1-261136 RRab 0 0 0 0 0 0 0 1 0 1 0.0352990606943961 NonS
1-261294 EC 0 0 1 0 0 0 0 0 0 1 2.20900324875116 NonS
1-261456 EC 0 0 1 0 0 0 0 0 0 1 2.98134551131924 NonS
1-261769 EC 0 0 1 0 0 0 0 0 0 1 1.28521196867787 NonS
1-261912 EC 0 0 1 0 0 0 0 0 0 1 1.28943131197622 NonS
1-261948 RRab 0 0 0 0 0 0 0 1 0 1 0.0238163855649047 NonS
1-262010 EA 0 1 0 0 0 0 0 0 0 1 5.12742529540413 NonS
1-262098 CC 1 0 0 0 0 0 0 0 0 1 1.04291231446616 NonS
1-262152 RRab 0 0 0 0 0 0 0 1 0 1 0.029141202258534 OverS
1-262166 EC 0 0 1 0 0 0 0 0 0 1 1.32176949331311 NonS
1-262531 EC 0 0 1 0 0 0 0 0 0 1 1.17875383441764 NonS
1-262563 RRab 0 0 0 0 0 0 0 1 0 1 0.0831415702006681 NonS
1-262569 EC 0 0 1 0 0 0 0 0 0 1 1.0760569250081 NonS
1-262578 CC 1 0 0 0 0 0 0 0 0 1 4.77811164997514 NonS
1-263012 EC 0 0 1 0 0 0 0 0 0 1 6.33485125206381 NonS
1-263052 RRab 0 0 0 0 0 0 0 1 0 1 0.108521435020987 NonS
1-263495 CC 1 0 0 0 0 0 0 0 0 1 6.35535238880188 NonS
1-263506 CC 1 0 0 0 0 0 0 0 0 1 1.65658887773045 NonS
1-263596 EC 0 0 1 0 0 0 0 0 0 1 6.9148024230274 NonS
1-263739 RRab 0 0 0 0 0 0 0 1 0 1 0.0661976897092837 NonS
1-264311 RRab 0 0 0 0 0 0 0 1 0 1 0.36979709346872 NonS
1-264393 CC 1 0 0 0 0 0 0 0 0 1 1.19476447373341 NonS
1-265095 EC 0 0 1 0 0 0 0 0 0 1 4.45307004113329 NonS
1-265237 CC 1 0 0 0 0 0 0 0 0 1 3.65019310063156 NonS
1-265546 EC 0 0 1 0 0 0 0 0 0 1 3.75614990376816 NonS
1-265654 RRab 0 0 0 0 0 0 0 1 0 1 0.0226453560097847 NonS
1-266015 CC 1 0 0 0 0 0 0 0 0 1 1.09045983198332 NonS
1-266379 EA 0 1 0 0 0 0 0 0 0 1 6.21456926626513 NonS
1-266598 RRab 0 0 0 0 0 0 0 1 0 1 0.99736104019288 NonS
1-266644 RRab 0 0 0 0 0 0 0 1 0 1 0.0314954434202557 NonS
1-266722 EC 0 0 1 0 0 0 0 0 0 1 3.57705626254969 NonS
1-266990 CC 1 0 0 0 0 0 0 0 0 1 1.05410836722479 NonS
1-267319 RRab 0 0 0 0 0 0 0 1 0 1 0.0225684287713002 NonS
1-267378 CC 1 0 0 0 0 0 0 0 0 1 4.84889848923403 NonS
1-267483 RRab 0 0 0 0 0 0 0 1 0 1 0.0382680879631985 NonS
1-267485 CC 1 0 0 0 0 0 0 0 0 1 1.24055836269095 NonS
1-267795 EC 0 0 1 0 0 0 0 0 0 1 1.82002213914716 NonS
1-267891 RRab 0 0 0 0 0 0 0 1 0 1 0.0256713576404861 NonS
1-268522 RRab 0 0 0 0 0 0 0 1 0 1 0.33240763664986 Sig
1-268682 EA 0 1 0 0 0 0 0 0 0 1 6.84252225832676 NonS
1-268733 RRab 0 0 0 0 0 0 0 1 0 1 0.0459063339061207 NonS
1-269026 CC 1 0 0 0 0 0 0 0 0 1 2.21898744422574 NonS
1-269320 EC 0 0 1 0 0 0 0 0 0 1 6.21456926626513 NonS
1-269365 CC 1 0 0 0 0 0 0 0 0 1 7.79287257198326 NonS
1-269436 EC 0 0 1 0 0 0 0 0 0 1 56.1086825182794 NonS
1-269574 RRab 0 0 0 0 0 0 0 1 0 1 0.0309596867169015 NonS
1-269676 RRab 0 0 0 0 0 0 0 1 0 1 0.996314153840199 NonS
1-269797 LPV 0 0 0 1 0 0 0 0 0 1 213.33183436551 NonS
1-269851 RRab 0 0 0 0 0 0 0 1 0 1 0.0383997301857919 NonS
1-270491 CC 1 0 0 0 0 0 0 0 0 1 3.2246369263379 NonS
1-270865 EC 0 0 1 0 0 0 0 0 0 1 5.57898831857892 NonS
1-271392 RRab 0 0 0 0 0 0 0 1 0 1 0.0359003479607635 NonS
1-272102 RRab 0 0 0 0 0 0 0 1 0 1 0.0335772790644794 OverS
1-272262 EC 0 0 1 0 0 0 0 0 0 1 8.20507055251963 NonS
1-272493 RRab 0 0 0 0 0 0 0 1 0 1 0.0906566285726055 NonS
1-273193 EC 0 0 1 0 0 0 0 0 0 1 1.24055836269095 NonS
1-273363 EC 0 0 1 0 0 0 0 0 0 1 1.81829676241767 NonS
1-273832 CC 1 0 0 0 0 0 0 0 0 1 3.65517262117313 NonS
1-273924 EC 0 0 1 0 0 0 0 0 0 1 1.45790934531535 Sig
1-273997 EC 0 0 1 0 0 0 0 0 0 1 1.5378260674548 NonS
1-274009 EC 0 0 1 0 0 0 0 0 0 1 2.04350040389155 NonS
1-274104 CC 1 0 0 0 0 0 0 0 0 1 1.48773021828771 NonS
1-274391 EA 0 1 0 0 0 0 0 0 0 1 1.85148168687521 NonS
1-274891 EC 0 0 1 0 0 0 0 0 0 1 14.8773021828771 NonS
1-275052 EC 0 0 1 0 0 0 0 0 0 1 6.44290774929393 NonS
1-275569 EC 0 0 1 0 0 0 0 0 0 1 6.33485125206381 NonS
1-275672 CC 1 0 0 0 0 0 0 0 0 1 1.06018029226372 NonS
1-276021 CC 1 0 0 0 0 0 0 0 0 1 1.77565822987962 NonS
1-276332 RRab 0 0 0 0 0 0 0 1 0 1 0.312142173514809 NonS
1-276394 RRab 0 0 0 0 0 0 0 1 0 1 0.0732762644828276 NonS
1-276588 CC 1 0 0 0 0 0 0 0 0 1 13.3568665378261 NonS
1-277022 RRab 0 0 0 0 0 0 0 1 0 1 0.0546944405553483 NonS
1-277380 RRab 0 0 0 0 0 0 0 1 0 1 0.996260126408907 NonS
1-277619 EA 0 1 0 0 0 0 0 0 0 1 1.00996773119228 NonS
1-278210 CC 1 0 0 0 0 0 0 0 0 1 1.48773021828771 NonS
1-278625 CC 1 0 0 0 0 0 0 0 0 1 1.28774025451789 NonS
1-278638 RRab 0 0 0 0 0 0 0 1 0 1 0.0362726991099825 NonS
1-278985 EC 0 0 1 0 0 0 0 0 0 1 3.76020631718385 NonS
1-279107 CC 1 0 0 0 0 0 0 0 0 1 8.11489209975116 NonS
1-279442 CC 1 0 0 0 0 0 0 0 0 1 1.1664559594712 NonS
1-279524 CC 1 0 0 0 0 0 0 0 0 1 1.67560058714998 NonS
1-279839 CC 1 0 0 0 0 0 0 0 0 1 1.25482676558452 Sig
1-279962 RRab 0 0 0 0 0 0 0 1 0 1 0.0515073105829379 NonS
1-280697 CC 1 0 0 0 0 0 0 0 0 1 1.05467448342631 NonS
1-280805 RRab 0 0 0 0 0 0 0 1 0 1 0.49868052009644 Sig
1-281066 CC 1 0 0 0 0 0 0 0 0 1 1.01331469976253 NonS
1-281386 EC 0 0 1 0 0 0 0 0 0 1 6.52102225106302 NonS
1-281389 RRab 0 0 0 0 0 0 0 1 0 1 0.332753294504262 Sig
1-281622 EC 0 0 1 0 0 0 0 0 0 1 10.267307536308 NonS
1-282016 EC 0 0 1 0 0 0 0 0 0 1 1.18802413075607 NonS
1-282122 RRab 0 0 0 0 0 0 0 1 0 1 0.0530324414233121 NonS
1-282141 CC 1 0 0 0 0 0 0 0 0 1 6.11472802981299 NonS
1-282364 CC 1 0 0 0 0 0 0 0 0 1 1.19032021654655 NonS
1-282390 CC 1 0 0 0 0 0 0 0 0 1 4.95910072762571 NonS
1-282666 RRab 0 0 0 0 0 0 0 1 0 1 0.0320526465245841 OverS
1-283390 EC 0 0 1 0 0 0 0 0 0 1 2.20652122262897 NonS
1-283488 CC 1 0 0 0 0 0 0 0 0 1 1.356880925293 NonS
1-283648 CC 1 0 0 0 0 0 0 0 0 1 3.40938175024267 NonS
1-283685 EA 0 1 0 0 0 0 0 0 0 1 1.07227898907505 NonS
1-284153 EC 0 0 1 0 0 0 0 0 0 1 1.06135240977866 NonS
1-284296 EC 0 0 1 0 0 0 0 0 0 1 1.87564841274096 NonS
1-284333 EC 0 0 1 0 0 0 0 0 0 1 13.3592101233999 NonS
1-284541 CC 1 0 0 0 0 0 0 0 0 1 3.89643628599163 NonS
1-284748 CC 1 0 0 0 0 0 0 0 0 1 1.27151424456264 NonS
1-285005 EC 0 0 1 0 0 0 0 0 0 1 1.1156226085355 NonS
1-285124 CC 1 0 0 0 0 0 0 0 0 1 5.11407262536401 NonS
1-285126 CC 1 0 0 0 0 0 0 0 0 1 1.02441517378184 NonS
1-285454 RRab 0 0 0 0 0 0 0 1 0 1 0.0385694276964332 NonS
1-285541 CC 1 0 0 0 0 0 0 0 0 1 3.41531110980831 Sig
1-285750 EC 0 0 1 0 0 0 0 0 0 1 4.6733992799285 NonS
1-285830 EC 0 0 1 0 0 0 0 0 0 1 1.14763090812289 NonS
1-285834 EC 0 0 1 0 0 0 0 0 0 1 1.03795131508445 NonS
1-286338 EC 0 0 1 0 0 0 0 0 0 1 2.7161879504008 NonS
1-286414 RRab 0 0 0 0 0 0 0 1 0 1 0.0786685850314378 NonS
1-286701 CC 1 0 0 0 0 0 0 0 0 1 3.40938175024267 NonS
1-287698 CC 1 0 0 0 0 0 0 0 0 1 1.82002213914716 NonS
1-287780 EC 0 0 1 0 0 0 0 0 0 1 28.040395679571 NonS
1-288389 CC 1 0 0 0 0 0 0 0 0 1 36.9191012228839 Sig
1-288640 RRab 0 0 0 0 0 0 0 1 0 1 0.0538722159531391 NonS
1-288777 RRab 0 0 0 0 0 0 0 1 0 1 0.19945839489815 Sig
1-288856 RRab 0 0 0 0 0 0 0 1 0 1 0.0478743024899995 NonS
1-288917 CC 1 0 0 0 0 0 0 0 0 1 1.0760569250081 NonS
1-288950 CC 1 0 0 0 0 0 0 0 0 1 1.01748092702151 NonS
1-288984 RRab 0 0 0 0 0 0 0 1 0 1 0.0220589219693424 NonS
1-289130 RRab 0 0 0 0 0 0 0 1 0 1 0.0434750019086021 NonS
1-289334 EC 0 0 1 0 0 0 0 0 0 1 1.41280855261855 NonS
1-289457 EC 0 0 1 0 0 0 0 0 0 1 1.14099731903777 NonS
1-289741 CC 1 0 0 0 0 0 0 0 0 1 1.00091941291528 Sig
1-289790 EC 0 0 1 0 0 0 0 0 0 1 3.4513249352193 NonS
1-289892 RRab 0 0 0 0 0 0 0 1 0 1 0.0227590058157086 NonS
1-290139 RRab 0 0 0 0 0 0 0 1 0 1 0.358489209225955 Sig
1-290930 CC 1 0 0 0 0 0 0 0 0 1 1.00091941291528 Sig
1-290970 EC 0 0 1 0 0 0 0 0 0 1 3.02589196939874 NonS
1-291091 RRab 0 0 0 0 0 0 0 1 0 1 0.516820056336364 NonS
1-291158 EC 0 0 1 0 0 0 0 0 0 1 1.48376082634435 NonS
1-291410 RRab 0 0 0 0 0 0 0 1 0 1 0.0373909230810647 NonS
1-291682 CC 1 0 0 0 0 0 0 0 0 1 1.33410590226887 NonS
1-291758 EC 0 0 1 0 0 0 0 0 0 1 1.28513153232235 NonS
1-291829 EC 0 0 1 0 0 0 0 0 0 1 6.79516916311343 NonS
1-292211 RRab 0 0 0 0 0 0 0 1 0 1 0.0280020200870634 Sig
1-292389 EC 0 0 1 0 0 0 0 0 0 1 4.08275236619497 NonS
1-292615 RRab 0 0 0 0 0 0 0 1 0 1 0.0403460551452476 NonS
1-292622 RRab 0 0 0 0 0 0 0 1 0 1 0.0831089760745408 OverS
1-292629 RRab 0 0 0 0 0 0 0 1 0 1 0.0628967604432154 NonS
1-293298 EC 0 0 1 0 0 0 0 0 0 1 1.54023834363904 NonS
1-293302 EC 0 0 1 0 0 0 0 0 0 1 1.22058900781284 NonS
1-293475 EA 0 1 0 0 0 0 0 0 0 1 1.18230216022865 NonS
1-293600 EC 0 0 1 0 0 0 0 0 0 1 1.00091941291528 Sig
1-293825 EC 0 0 1 0 0 0 0 0 0 1 1.37232976110397 NonS
1-293827 CC 1 0 0 0 0 0 0 0 0 1 3.0165958343161 NonS
1-293976 EA 0 1 0 0 0 0 0 0 0 1 1.23045356399736 NonS
1-294256 EC 0 0 1 0 0 0 0 0 0 1 4.2577607322559 NonS
1-294605 CC 1 0 0 0 0 0 0 0 0 1 1.19032021654655 NonS
1-294853 CC 1 0 0 0 0 0 0 0 0 1 6.46437945969895 NonS
1-294896 CC 1 0 0 0 0 0 0 0 0 1 110.237552596901 NonS
1-294971 EC 0 0 1 0 0 0 0 0 0 1 115.517875772928 NonS
1-294998 CC 1 0 0 0 0 0 0 0 0 1 6.31134307900312 NonS
1-295169 RRab 0 0 0 0 0 0 0 1 0 1 0.508494015572186 NonS
1-295273 CC 1 0 0 0 0 0 0 0 0 1 1.32869004610269 NonS
1-295372 CC 1 0 0 0 0 0 0 0 0 1 2.69282820377222 NonS
1-295513 EC 0 0 1 0 0 0 0 0 0 1 1.64335053400818 NonS
1-295665 RRab 0 0 0 0 0 0 0 1 0 1 0.0206474584014194 NonS
1-295670 RRab 0 0 0 0 0 0 0 1 0 1 0.0205695943828499 NonS
1-296167 EC 0 0 1 0 0 0 0 0 0 1 1.00091941291528 Sig
1-296383 EC 0 0 1 0 0 0 0 0 0 1 1.3580939752004 NonS
1-297043 EC 0 0 1 0 0 0 0 0 0 1 8.65111844995498 Sig
1-297366 CC 1 0 0 0 0 0 0 0 0 1 5.87965235969994 NonS
1-297555 CC 1 0 0 0 0 0 0 0 0 1 1.34077270201787 NonS
1-297577 EC 0 0 1 0 0 0 0 0 0 1 1.39971766795423 NonS
1-297633 CC 1 0 0 0 0 0 0 0 0 1 1.29118124363792 NonS
1-297640 CC 1 0 0 0 0 0 0 0 0 1 4.4429952220357 NonS
1-297641 EC 0 0 1 0 0 0 0 0 0 1 1.1837274792886 NonS
1-297848 CC 1 0 0 0 0 0 0 0 0 1 13.6375270009707 NonS
1-298178 RRab 0 0 0 0 0 0 0 1 0 1 0.0222582145550772 NonS
1-298279 EC 0 0 1 0 0 0 0 0 0 1 3.40938175024267 NonS
1-298366 EC 0 0 1 0 0 0 0 0 0 1 2.30767609289614 NonS
1-298371 EC 0 0 1 0 0 0 0 0 0 1 1.23345516641892 NonS
