HJD mag emag
2455839.52441602 15.661 0.094
2456484.67874153 15.549 0.079
2456509.54330404 15.56 0.084
2455806.59149225 15.43 0.078
2456020.78712759 15.681 0.096
2456115.59726817 15.504 0.079
2457113.90829559 15.612 0.091
2456527.63701619 15.435 0.075
2456373.87737575 15.498 0.081
2455824.58287128 15.703 0.1
2456197.53362009 15.498 0.084
2456560.54846487 15.507 0.084
2456195.53998833 15.498 0.08
2456126.59386375 15.556 0.088
2456102.57052638 15.494 0.081
2455309.73733315 15.734 0.091
2456196.52480044 15.462 0.082
2456461.66384021 15.533 0.082
2457268.51535307 15.501 0.083
2456717.88975518 15.511 0.087
2456004.79832905 15.683 0.102
2457274.52131034 15.437 0.075
2456534.60024225 15.542 0.085
2456130.6919066 15.345 0.072
2456572.53104322 15.657 0.099
2456095.61755661 15.471 0.081
2456799.65187058 15.598 0.121
2456366.82812411 15.461 0.086
2457241.6781982 15.493 0.089
2456798.81227452 15.491 0.082
2455780.70154508 15.433 0.082
2456799.62756197 15.602 0.106
2455334.81554968 15.727 0.107
2457273.55282982 15.866 0.127
2456583.48652096 15.671 0.113
2456125.66009827 15.542 0.095
2456422.9019975 15.477 0.097
