HJD mag emag
2455839.52441602 13.905 0.02
2456507.49557602 13.782 0.026
2456509.54330404 13.772 0.026
2457113.90829559 13.733 0.027
2455824.58287128 13.967 0.023
2456560.54846487 13.771 0.021
2456126.59386375 13.755 0.024
2455309.73733315 14.054 0.042
2456004.79832905 13.912 0.021
2456572.53104322 13.622 0.018
2456095.61755661 13.891 0.029
2456799.62756197 13.7 0.027
2455334.81554968 13.782 0.02
2455445.55984062 13.832 0.023
2456583.48652096 13.736 0.024
2456779.9216732 14.137 0.044
