HJD mag emag
2455839.52441602 14.064 0.023
2456507.49557602 14.116 0.023
2456484.67874153 14.142 0.023
2456509.54330404 14.162 0.024
2455806.59149225 14.017 0.023
2456020.78712759 14.142 0.024
2456115.59726817 14.136 0.023
2457113.90829559 14.127 0.024
2456527.63701619 14.032 0.021
2456373.87737575 14.128 0.023
2456089.68388841 14.116 0.025
2455824.58287128 13.989 0.022
2456127.53466249 14.096 0.024
2456195.53998833 14.014 0.022
2456129.66305532 14.117 0.023
2456126.59386375 14.125 0.024
2456102.57052638 14.127 0.024
2455309.73733315 14.18 0.024
2456487.7077296 14.092 0.023
2456196.52480044 14.063 0.023
2456461.66384021 14.129 0.023
2455451.57393543 14.004 0.022
2457268.51535307 14.14 0.024
2456717.88975518 14.07 0.023
2456004.79832905 14.168 0.026
2457274.52131034 14.157 0.024
2456534.60024225 14.034 0.023
2456094.64573887 14.121 0.024
2456130.6919066 14.034 0.022
2456155.52380353 14.127 0.024
2456367.81714336 14.171 0.025
2456572.53104322 14.074 0.023
2456114.5817467 14.066 0.022
2456559.50081556 14.046 0.024
2456095.61755661 14.094 0.023
2456370.88031696 14.033 0.023
2456799.65187058 14.14 0.029
2456366.82812411 14.084 0.024
2457241.6781982 13.973 0.023
2455780.70154508 13.999 0.024
2456144.51074063 14.042 0.025
2456799.62756197 14.093 0.03
2455445.55984062 14.004 0.024
