HJD mag emag
2455309.7589699 15.859 0.101
2455818.52390016 15.838 0.108
2456160.60001347 15.86 0.105
2456484.58745569 15.965 0.12
2456133.71639878 15.851 0.106
2456477.63061378 15.838 0.103
2456089.7007663 15.912 0.113
2456115.61282453 15.851 0.106
2456109.64102519 15.871 0.113
2456161.56627288 15.974 0.12
2456094.67810458 15.9 0.115
2456480.70307838 15.889 0.111
2456476.55561724 15.914 0.118
2456129.67719471 15.93 0.116
2456477.52743466 15.915 0.115
2456511.61833425 15.893 0.115
2456476.61999909 15.899 0.114
2456742.84715366 15.925 0.118
2456102.58549545 15.972 0.126
2456102.73475181 15.911 0.115
2456127.58678205 15.983 0.129
2456005.8355524 15.965 0.125
2456526.60220779 15.888 0.115
2457229.55223349 15.912 0.124
2456510.61628162 15.934 0.123
2457229.74547919 15.779 0.112
2456114.62605421 15.836 0.108
2455829.59314994 15.983 0.134
2456512.63053775 15.91 0.121
2455844.54941545 15.751 0.106
2456734.80947703 16.025 0.137
2456538.59069138 15.987 0.132
2456789.68879582 16.019 0.138
2456477.57984695 16.015 0.14
2456095.63274054 15.939 0.142
2456106.7700705 16.049 0.151
2456162.64197332 15.951 0.126
2456536.5384378 16.046 0.139
2456745.89754341 15.98 0.134
2456132.64440217 15.954 0.125
2456790.65793362 16.004 0.138
2456479.56274835 15.989 0.135
2456113.58834037 16.082 0.15
2456125.72347952 16.029 0.142
2455794.69893252 16.071 0.153
2456806.71366909 16.004 0.138
2456144.6836307 16.053 0.157
2456804.7066316 15.987 0.237
2457225.505621 15.977 0.142
2457273.56285804 15.881 0.135
2457242.60842835 15.826 0.16
2456536.58374851 16.038 0.158
2456146.70396897 16.164 0.202
