HJD mag emag
2455309.7589699 15.955 0.108
2455818.52390016 16.165 0.143
2456160.60001347 15.908 0.107
2456484.58745569 15.905 0.111
2456477.63061378 15.822 0.099
2456089.7007663 15.815 0.099
2456115.61282453 15.887 0.106
2455434.65834223 15.901 0.112
2456109.64102519 15.972 0.118
2456020.7677059 16.064 0.13
2456094.67810458 15.881 0.108
2456480.70307838 15.888 0.11
2456476.55561724 15.956 0.119
2455328.75649563 15.989 0.122
2456129.67719471 15.872 0.109
2456477.52743466 15.998 0.12
2456511.61833425 16.029 0.129
2456476.61999909 15.964 0.117
2456742.84715366 15.822 0.104
2456102.58549545 15.946 0.117
2456102.73475181 15.949 0.119
2456127.58678205 15.874 0.112
2456005.8355524 16.042 0.129
2456526.60220779 16.045 0.131
2457229.55223349 16.025 0.133
2456510.61628162 16.007 0.13
2457229.74547919 15.821 0.117
2456114.62605421 15.919 0.114
2456464.77626912 15.912 0.112
2455829.59314994 15.89 0.121
2456512.63053775 16.003 0.128
2455844.54941545 16.035 0.135
2456538.59069138 15.876 0.116
2456789.68879582 16.022 0.136
2456477.57984695 16.036 0.133
2456095.63274054 15.989 0.139
2456106.7700705 15.949 0.142
2456162.64197332 15.931 0.123
2456537.6098039 15.98 0.13
2456745.89754341 16.041 0.138
2456790.65793362 16.053 0.139
2456113.58834037 16.031 0.136
2456125.72347952 15.838 0.115
2455794.69893252 16.088 0.148
2456806.71366909 16.072 0.146
2456144.6836307 16.009 0.141
2456573.49646966 16.008 0.141
2457273.56285804 16.061 0.148
2457242.60842835 16.191 0.21
2456479.79998416 16.129 0.175
2456536.58374851 15.978 0.147
