HJD mag emag
2455309.7589699 14.99 0.046
2455818.52390016 14.924 0.048
2456160.60001347 15.164 0.056
2456484.58745569 14.996 0.05
2456133.71639878 15.142 0.056
2456477.63061378 15.13 0.055
2456089.7007663 15.189 0.058
2456115.61282453 15.124 0.055
2455434.65834223 14.972 0.049
2456109.64102519 15.159 0.058
2456161.56627288 15.201 0.061
2456020.7677059 14.941 0.049
2456094.67810458 15.107 0.056
2456480.70307838 15.165 0.057
2456476.55561724 14.984 0.051
2455328.75649563 14.934 0.048
2456129.67719471 15.194 0.06
2456477.52743466 14.97 0.05
2456511.61833425 15.145 0.059
2456476.61999909 15.032 0.057
2456742.84715366 14.974 0.05
2456102.58549545 15.139 0.059
2456102.73475181 15.133 0.058
2456127.58678205 15.175 0.062
2456005.8355524 14.981 0.052
2456526.60220779 15.169 0.061
2457229.55223349 15.191 0.064
2456510.61628162 15.185 0.063
2457229.74547919 15.186 0.066
2456114.62605421 15.018 0.052
2456464.77626912 15.142 0.059
2455829.59314994 14.984 0.055
2456512.63053775 15.104 0.06
2455844.54941545 14.95 0.051
2456734.80947703 14.988 0.054
2456538.59069138 15.138 0.061
2456789.68879582 15.018 0.056
2456477.57984695 14.995 0.054
2456095.63274054 15.06 0.058
2456106.7700705 14.984 0.052
2456162.64197332 15.229 0.068
2456536.5384378 15.151 0.062
2456537.6098039 15.188 0.066
2456745.89754341 15.034 0.058
2456790.65793362 14.988 0.054
2456479.56274835 15.023 0.061
2456113.58834037 15.103 0.061
2456125.72347952 15.137 0.064
2455794.69893252 14.962 0.054
2456806.71366909 15.137 0.062
2455858.51018585 15.009 0.057
2456144.6836307 15.146 0.071
2456573.49646966 15.088 0.064
2456804.7066316 15.1 0.069
2457225.505621 15.035 0.06
2455834.55712109 14.974 0.064
2456424.88940529 15.02 0.068
