HJD mag emag
2455309.7589699 16.307 0.147
2456160.60001347 16.23 0.143
2456484.58745569 16.199 0.145
2456477.63061378 16.219 0.143
2456089.7007663 16.172 0.138
2456109.64102519 16.202 0.147
2456161.56627288 16.276 0.155
2456094.67810458 16.209 0.148
2456480.70307838 16.314 0.159
2456476.55561724 16.278 0.16
2455328.75649563 16.31 0.162
2456129.67719471 16.202 0.146
2456477.52743466 16.262 0.155
2456511.61833425 16.323 0.166
2456476.61999909 16.296 0.165
2456742.84715366 16.232 0.153
2456102.58549545 16.267 0.159
2456102.73475181 16.23 0.153
2456127.58678205 16.159 0.145
2456526.60220779 16.255 0.159
2457229.55223349 16.261 0.164
2456510.61628162 16.334 0.174
2457229.74547919 16.246 0.169
2456114.62605421 16.27 0.16
2456512.63053775 16.223 0.158
2456734.80947703 16.379 0.186
2456538.59069138 16.301 0.172
2456789.68879582 16.403 0.191
2456477.57984695 16.376 0.179
2456162.64197332 16.375 0.182
2456536.5384378 16.316 0.173
2456537.6098039 16.328 0.177
2456132.64440217 16.369 0.181
2456790.65793362 16.307 0.176
2456479.56274835 16.398 0.195
2456125.72347952 16.383 0.193
2456806.71366909 16.39 0.191
2456804.7066316 16.339 0.225
2456510.48315386 16.509 0.234
