HJD mag emag
2455309.7589699 15.277 0.06
2455818.52390016 15.472 0.079
2456160.60001347 15.193 0.057
2456484.58745569 15.258 0.063
2456133.71639878 15.298 0.065
2456477.63061378 15.247 0.062
2456089.7007663 15.286 0.064
2456115.61282453 15.36 0.068
2455434.65834223 15.225 0.063
2456109.64102519 15.349 0.071
2456161.56627288 15.214 0.061
2456094.67810458 15.289 0.067
2456480.70307838 15.22 0.061
2456476.55561724 15.287 0.068
2456129.67719471 15.247 0.063
2456477.52743466 15.286 0.067
2456511.61833425 15.231 0.065
2456476.61999909 15.26 0.067
2456742.84715366 15.217 0.064
2456102.58549545 15.321 0.069
2456102.73475181 15.28 0.069
2456127.58678205 15.213 0.064
2456005.8355524 15.319 0.071
2456526.60220779 15.161 0.061
2457229.55223349 15.161 0.062
2456510.61628162 15.166 0.062
2457229.74547919 15.407 0.081
2456114.62605421 15.375 0.07
2456464.77626912 15.185 0.061
2455829.59314994 15.321 0.074
2455844.54941545 15.301 0.07
2456790.65793362 15.367 0.077
2456806.71366909 15.197 0.065
2456144.6836307 15.306 0.081
2456804.7066316 15.261 0.092
