HJD mag emag
2455309.7589699 15.562 0.077
2455818.52390016 15.599 0.088
2456477.63061378 15.189 0.057
2456089.7007663 15.364 0.068
2456115.61282453 15.404 0.07
2455434.65834223 15.518 0.081
2456161.56627288 15.28 0.063
2456020.7677059 15.442 0.076
2456480.70307838 15.167 0.058
2456476.55561724 15.383 0.073
2455328.75649563 15.505 0.079
2456129.67719471 15.33 0.068
2456477.52743466 15.391 0.071
2456476.61999909 15.175 0.059
2456742.84715366 15.271 0.064
2456005.8355524 15.423 0.077
2457229.74547919 15.145 0.064
2456114.62605421 15.48 0.078
2455829.59314994 15.436 0.081
2455844.54941545 15.535 0.087
2456734.80947703 15.476 0.084
2456106.7700705 15.417 0.09
