HJD mag emag
2455309.7589699 15.433 0.068
2455818.52390016 15.363 0.071
2456160.60001347 15.552 0.078
2456484.58745569 15.601 0.085
2456133.71639878 15.298 0.063
2456477.63061378 15.362 0.066
2456089.7007663 15.523 0.077
2456115.61282453 15.631 0.085
2455434.65834223 15.409 0.073
2456109.64102519 15.54 0.081
2456161.56627288 15.582 0.084
2456020.7677059 15.413 0.074
2456094.67810458 15.344 0.067
2456480.70307838 15.567 0.083
2456476.55561724 15.573 0.085
2455328.75649563 15.631 0.089
2456129.67719471 15.248 0.063
2456477.52743466 15.332 0.067
2456511.61833425 15.438 0.077
2456476.61999909 15.613 0.086
2456742.84715366 15.631 0.088
2456102.58549545 15.541 0.082
2456102.73475181 15.542 0.083
2456127.58678205 15.611 0.089
2456005.8355524 15.622 0.09
2456526.60220779 15.368 0.072
2457229.55223349 15.633 0.095
2456510.61628162 15.607 0.092
2457229.74547919 15.42 0.082
2456114.62605421 15.555 0.083
2456464.77626912 15.375 0.07
2456512.63053775 15.243 0.066
2455844.54941545 15.471 0.082
2456734.80947703 15.418 0.079
2456477.57984695 15.323 0.071
2456162.64197332 15.242 0.067
2456536.5384378 15.351 0.073
2456537.6098039 15.28 0.071
2456132.64440217 15.278 0.067
2456790.65793362 15.184 0.065
2456113.58834037 15.229 0.068
