HJD mag emag
2455309.7589699 16.633 0.195
2455818.52390016 16.604 0.209
2456160.60001347 16.658 0.206
2456484.58745569 16.725 0.228
2456133.71639878 16.704 0.22
2456477.63061378 16.628 0.205
2456089.7007663 16.638 0.207
2456115.61282453 16.73 0.224
2455434.65834223 16.774 0.238
2456109.64102519 16.609 0.21
2456161.56627288 16.605 0.204
2456020.7677059 16.745 0.237
2456094.67810458 16.793 0.243
2456480.70307838 16.694 0.222
2456476.55561724 16.55 0.204
2455328.75649563 16.689 0.223
2456129.67719471 16.672 0.217
2456477.52743466 16.7 0.224
2456511.61833425 16.792 0.248
2456476.61999909 16.7 0.226
2456742.84715366 16.741 0.234
2456102.58549545 16.783 0.245
2456102.73475181 16.693 0.226
2456127.58678205 16.913 0.274
2456005.8355524 16.495 0.197
2456526.60220779 16.658 0.223
2457229.55223349 16.88 0.276
2456510.61628162 16.67 0.231
2457229.74547919 16.642 0.234
2456114.62605421 16.686 0.221
2456464.77626912 16.616 0.212
2455829.59314994 16.874 0.279
2456512.63053775 16.586 0.214
2455844.54941545 16.706 0.236
2456734.80947703 16.86 0.273
2456538.59069138 16.731 0.242
2456789.68879582 16.722 0.248
2456477.57984695 16.792 0.26
2456162.64197332 16.935 0.287
2456536.5384378 16.714 0.244
2456537.6098039 16.932 0.293
2456745.89754341 16.975 0.304
2456132.64440217 16.728 0.24
2456790.65793362 16.823 0.27
2456479.56274835 16.718 0.243
2456113.58834037 17.007 0.316
2456125.72347952 17.079 0.332
2456806.71366909 16.992 0.313
2456573.49646966 16.928 0.308
2457273.56285804 16.685 0.261
2457242.60842835 16.544 0.28
