HJD mag emag
2456160.60001347 15.43 0.07
2456484.58745569 15.285 0.065
2456133.71639878 15.362 0.069
2456477.63061378 15.302 0.065
2456089.7007663 15.391 0.07
2456115.61282453 15.33 0.066
2456109.64102519 15.329 0.069
2456161.56627288 15.343 0.069
2456094.67810458 15.308 0.068
2456480.70307838 15.281 0.064
2456476.55561724 15.341 0.072
2455328.75649563 15.399 0.073
2456129.67719471 15.256 0.064
2456477.52743466 15.283 0.067
2456511.61833425 15.314 0.069
2456476.61999909 15.394 0.075
2456742.84715366 15.425 0.077
2456102.58549545 15.343 0.071
2456102.73475181 15.336 0.073
2456127.58678205 15.333 0.071
2456526.60220779 15.409 0.076
2457229.55223349 15.241 0.067
2456510.61628162 15.338 0.072
2457229.74547919 15.315 0.075
2456114.62605421 15.378 0.071
2456464.77626912 15.345 0.07
2455829.59314994 15.32 0.074
2456512.63053775 15.27 0.07
2456734.80947703 15.434 0.082
2456538.59069138 15.369 0.076
2456789.68879582 15.388 0.078
2456477.57984695 15.336 0.074
2456095.63274054 15.392 0.085
2456106.7700705 15.256 0.069
2456162.64197332 15.326 0.072
2456536.5384378 15.304 0.072
2456537.6098039 15.242 0.069
2456745.89754341 15.374 0.08
2456132.64440217 15.38 0.076
2456790.65793362 15.181 0.066
2456479.56274835 15.414 0.084
2456113.58834037 15.458 0.086
2456125.72347952 15.258 0.073
2455794.69893252 15.32 0.076
2456806.71366909 15.266 0.069
2456573.49646966 15.238 0.076
2456804.7066316 15.006 0.074
2457225.505621 15.314 0.075
2456479.79998416 15.309 0.08
2456479.70592536 15.286 0.078
