HJD mag emag
2455309.7589699 15.109 0.052
2455818.52390016 15.081 0.056
2456160.60001347 15.076 0.052
2456484.58745569 15.018 0.052
2456133.71639878 15.152 0.057
2456477.63061378 15.039 0.051
2456089.7007663 15.146 0.057
2456115.61282453 15.168 0.057
2455434.65834223 15.139 0.058
2456109.64102519 15.16 0.06
2456161.56627288 15.186 0.06
2456020.7677059 15.142 0.059
2456094.67810458 15.152 0.059
2456480.70307838 15.073 0.053
2455328.75649563 15.153 0.06
2456129.67719471 15.123 0.057
2456477.52743466 14.996 0.051
2456511.61833425 15.042 0.055
2456476.61999909 14.981 0.054
2456742.84715366 14.975 0.051
2456102.58549545 15.084 0.056
2456102.73475181 15.172 0.061
2456127.58678205 15.145 0.06
2456005.8355524 15.098 0.059
2456526.60220779 14.917 0.05
2457229.55223349 15.128 0.061
2456510.61628162 15.139 0.063
2457229.74547919 15.199 0.068
2456114.62605421 15.193 0.063
2456464.77626912 15.016 0.053
2455829.59314994 15.223 0.07
2456512.63053775 14.999 0.055
2455844.54941545 15.176 0.065
2456734.80947703 15.026 0.056
2456538.59069138 15.037 0.058
2456789.68879582 15.009 0.058
2456095.63274054 15.181 0.062
2456106.7700705 15.143 0.061
2456162.64197332 15.212 0.068
2456536.5384378 15.151 0.064
2456537.6098039 14.98 0.056
2456745.89754341 14.963 0.054
2456132.64440217 15.179 0.064
2456790.65793362 15.074 0.06
2456479.56274835 14.861 0.053
2456113.58834037 15.192 0.066
2456125.72347952 15.259 0.074
2455794.69893252 15.204 0.068
2456806.71366909 14.922 0.055
2455858.51018585 15.221 0.07
2456144.6836307 15.221 0.076
2456573.49646966 15.067 0.063
2456804.7066316 15.221 0.071
2457225.505621 15.146 0.068
2457273.56285804 15.019 0.063
2455834.55712109 15.225 0.084
2456479.79998416 15.215 0.082
2456510.48315386 14.986 0.065
2456146.70396897 15.207 0.072
2456424.88940529 15.107 0.07
2456479.70592536 15.153 0.073
2456563.57868992 15.236 0.09
