HJD mag emag
2455309.7589699 16.102 0.124
2455818.52390016 15.933 0.118
2456484.58745569 16.168 0.142
2456477.63061378 16.155 0.137
2456089.7007663 16.056 0.126
2456115.61282453 15.961 0.115
2455434.65834223 15.911 0.115
2456109.64102519 16.074 0.133
2456161.56627288 16.101 0.131
2456020.7677059 15.988 0.124
2456094.67810458 16.011 0.126
2456480.70307838 16.113 0.134
2456476.55561724 15.996 0.127
2455328.75649563 16.042 0.129
2456129.67719471 16.023 0.124
2456511.61833425 15.871 0.113
2456476.61999909 16.182 0.145
2456102.58549545 16.061 0.133
2456102.73475181 15.952 0.12
2456510.61628162 15.888 0.118
2457229.74547919 15.97 0.13
2456114.62605421 16.029 0.125
2456464.77626912 16 0.126
2455829.59314994 15.931 0.127
2456512.63053775 15.875 0.118
2455844.54941545 15.939 0.121
2456734.80947703 16.032 0.135
2456538.59069138 15.974 0.129
2456095.63274054 16.026 0.153
2456536.5384378 15.952 0.129
2456537.6098039 15.957 0.13
2456790.65793362 16.064 0.141
2456113.58834037 16.136 0.154
2455858.51018585 16.02 0.142
2456144.6836307 16.045 0.156
2457225.505621 15.939 0.136
2457273.56285804 15.922 0.134
