HJD mag emag
2456160.60001347 16.238 0.14
2456484.58745569 16.171 0.138
2456089.7007663 16.036 0.122
2456115.61282453 16.208 0.141
2456109.64102519 16.141 0.138
2456020.7677059 16.146 0.139
2456480.70307838 16.184 0.138
2456477.52743466 16.253 0.153
2456511.61833425 16.164 0.142
2456742.84715366 16.115 0.138
2456102.58549545 16.461 0.186
2456102.73475181 16.318 0.164
2456127.58678205 16.285 0.161
2456005.8355524 16.123 0.142
2456526.60220779 16.399 0.177
2456510.61628162 16.199 0.151
2457229.74547919 16.158 0.156
2456114.62605421 16.363 0.17
2456464.77626912 16.342 0.166
2456512.63053775 16.39 0.18
2455844.54941545 16.136 0.144
2456734.80947703 16.297 0.172
2456538.59069138 16.321 0.172
2456789.68879582 16.608 0.224
2456477.57984695 16.469 0.192
2456095.63274054 16.265 0.168
2456106.7700705 16.482 0.195
2456162.64197332 16.304 0.169
2456536.5384378 16.365 0.18
2456537.6098039 16.191 0.155
2456745.89754341 16.318 0.174
2456132.64440217 16.385 0.181
2456790.65793362 16.321 0.176
2456125.72347952 16.459 0.207
2455794.69893252 16.412 0.189
2456806.71366909 16.561 0.222
2455858.51018585 16.454 0.203
2456144.6836307 16.435 0.211
2456573.49646966 16.467 0.208
2456804.7066316 16.254 0.191
2457225.505621 16.653 0.241
2457273.56285804 16.421 0.213
2456479.79998416 16.488 0.22
2456479.70592536 16.58 0.229
