HJD mag emag
2455818.52390016 16.187 0.147
2456160.60001347 16.251 0.146
2456133.71639878 16.298 0.155
2456477.63061378 16.313 0.155
2456089.7007663 16.261 0.149
2456115.61282453 16.245 0.148
2455434.65834223 16.252 0.153
2456109.64102519 16.239 0.152
2456161.56627288 16.162 0.14
2456094.67810458 16.242 0.15
2456480.70307838 16.301 0.158
2456476.55561724 16.174 0.145
2456477.52743466 16.205 0.146
2456511.61833425 16.31 0.165
2456476.61999909 16.272 0.155
2456742.84715366 16.199 0.147
2456102.58549545 16.261 0.156
2456102.73475181 16.407 0.178
2456127.58678205 16.187 0.149
2456526.60220779 16.311 0.166
2457229.55223349 16.273 0.165
2456510.61628162 16.321 0.173
2457229.74547919 16.344 0.183
2456114.62605421 16.333 0.165
2456464.77626912 16.226 0.151
2455829.59314994 16.288 0.171
2456512.63053775 16.288 0.165
2455844.54941545 16.292 0.169
2456538.59069138 16.228 0.159
2456789.68879582 16.278 0.172
2456477.57984695 16.269 0.166
2456106.7700705 16.525 0.228
2456162.64197332 16.296 0.17
2456536.5384378 16.375 0.18
2456537.6098039 16.375 0.186
2456745.89754341 16.269 0.168
2456132.64440217 16.312 0.168
2456790.65793362 16.41 0.194
2456479.56274835 16.344 0.178
2456113.58834037 16.341 0.183
2456125.72347952 16.314 0.176
2457273.56285804 16.292 0.183
2456536.58374851 16.427 0.218
2456510.48315386 16.485 0.224
