HJD mag emag
2455309.7589699 16.602 0.191
2456160.60001347 16.609 0.197
2456484.58745569 16.49 0.186
2456133.71639878 16.582 0.197
2456477.63061378 16.41 0.169
2456089.7007663 16.596 0.197
2456115.61282453 16.478 0.179
2456109.64102519 16.575 0.204
2456161.56627288 16.785 0.238
2456020.7677059 16.603 0.21
2456094.67810458 16.599 0.205
2456480.70307838 16.734 0.227
2456476.55561724 16.514 0.195
2455328.75649563 16.94 0.275
2456129.67719471 16.669 0.214
2456477.52743466 16.673 0.219
2456511.61833425 16.862 0.261
2456476.61999909 16.556 0.197
2456742.84715366 16.963 0.282
2456102.58549545 16.591 0.208
2456102.73475181 16.699 0.225
2456127.58678205 16.668 0.224
2457229.55223349 16.872 0.272
2457229.74547919 16.459 0.198
2456464.77626912 16.738 0.233
