HJD mag emag
2455309.7589699 16.51 0.177
2455818.52390016 16.436 0.183
2456160.60001347 16.379 0.163
2456484.58745569 16.283 0.157
2456133.71639878 16.424 0.173
2456477.63061378 16.527 0.184
2456089.7007663 16.576 0.195
2456115.61282453 16.545 0.191
2456109.64102519 16.533 0.196
2456161.56627288 16.341 0.162
2456094.67810458 16.646 0.213
2456480.70307838 16.594 0.203
2456476.55561724 16.452 0.186
2455328.75649563 16.308 0.165
2456129.67719471 16.463 0.181
2456477.52743466 16.392 0.171
2456511.61833425 16.499 0.195
2456476.61999909 16.42 0.176
2456742.84715366 16.363 0.171
2456102.58549545 16.548 0.199
2456102.73475181 16.471 0.188
2456127.58678205 16.613 0.213
2456526.60220779 16.398 0.181
2457229.55223349 16.52 0.205
2456510.61628162 16.42 0.187
2457229.74547919 16.362 0.187
2456114.62605421 16.597 0.207
2456464.77626912 16.444 0.181
2455829.59314994 16.714 0.247
2456512.63053775 16.478 0.196
2455844.54941545 16.425 0.19
2456734.80947703 16.444 0.193
2456538.59069138 16.578 0.217
2456789.68879582 16.51 0.208
2456477.57984695 16.699 0.243
2456095.63274054 16.581 0.236
2456106.7700705 16.338 0.193
2456162.64197332 16.733 0.246
2456536.5384378 16.463 0.199
2456537.6098039 16.532 0.215
2456745.89754341 16.593 0.225
2456132.64440217 16.576 0.212
2456790.65793362 16.578 0.22
2456479.56274835 16.667 0.233
2456113.58834037 16.605 0.229
2456125.72347952 16.643 0.237
2455794.69893252 16.731 0.262
2456806.71366909 16.553 0.22
2456573.49646966 16.724 0.262
