HJD mag emag
2455309.7589699 16.766 0.216
2455818.52390016 16.749 0.238
2456160.60001347 16.729 0.216
2456484.58745569 16.807 0.243
2456133.71639878 16.656 0.209
2456477.63061378 16.745 0.222
2456089.7007663 16.696 0.218
2456115.61282453 16.849 0.247
2455434.65834223 17.05 0.296
2456109.64102519 17.027 0.293
2456161.56627288 16.934 0.267
2456020.7677059 16.723 0.231
2456094.67810458 16.797 0.243
2456480.70307838 16.979 0.274
2456476.55561724 16.819 0.252
2455328.75649563 17.123 0.321
2456129.67719471 16.523 0.192
2456477.52743466 16.606 0.208
2456511.61833425 16.808 0.252
2456476.61999909 16.689 0.238
2456102.58549545 16.79 0.247
2456102.73475181 16.714 0.228
2456127.58678205 16.741 0.239
2456005.8355524 16.688 0.232
2456526.60220779 16.726 0.237
2457229.55223349 16.632 0.224
2457229.74547919 16.884 0.284
2456114.62605421 16.71 0.232
2456464.77626912 16.955 0.285
2456512.63053775 16.804 0.26
2456477.57984695 16.885 0.273
2456095.63274054 16.956 0.284
2456106.7700705 16.725 0.239
2456536.5384378 16.778 0.258
2456745.89754341 16.923 0.291
2455794.69893252 16.763 0.257
2455858.51018585 16.965 0.308
