HJD mag emag
2455309.7589699 14.413 0.027
2455818.52390016 14.462 0.032
2456160.60001347 14.384 0.027
2456484.58745569 14.318 0.027
2456477.63061378 14.363 0.027
2456089.7007663 14.385 0.028
2456115.61282453 14.475 0.031
2455434.65834223 14.418 0.03
2456109.64102519 14.524 0.033
2456161.56627288 14.348 0.028
2456020.7677059 14.411 0.03
2456094.67810458 14.325 0.028
2456480.70307838 14.365 0.028
2456476.55561724 14.357 0.029
2455328.75649563 14.36 0.029
2456129.67719471 14.464 0.031
2456477.52743466 14.362 0.028
2456511.61833425 14.481 0.033
2456476.61999909 14.328 0.028
2456742.84715366 14.446 0.031
2456526.60220779 14.301 0.028
2457229.55223349 14.455 0.033
2456510.61628162 14.386 0.031
2457229.74547919 14.322 0.031
2456114.62605421 14.421 0.031
2455829.59314994 14.394 0.032
2455844.54941545 14.285 0.028
2456734.80947703 14.372 0.031
2456538.59069138 14.338 0.03
2456789.68879582 14.351 0.031
2456477.57984695 14.352 0.03
2456106.7700705 14.377 0.033
2456162.64197332 14.318 0.03
2456536.5384378 14.436 0.033
2456132.64440217 14.355 0.031
2456790.65793362 14.47 0.035
2456479.56274835 14.459 0.035
2456113.58834037 14.363 0.032
2456125.72347952 14.324 0.031
2456806.71366909 14.282 0.03
2456573.49646966 14.436 0.035
2456804.7066316 14.382 0.044
2457273.56285804 14.36 0.034
