HJD mag emag
2455309.7589699 17.118 0.295
2455818.52390016 17.126 0.321
2456160.60001347 16.651 0.203
2456484.58745569 16.699 0.224
2456477.63061378 16.803 0.234
2456089.7007663 17.128 0.308
2456115.61282453 17.14 0.313
2455434.65834223 17.065 0.305
2456161.56627288 17.115 0.309
2456094.67810458 17.057 0.301
2456476.55561724 16.809 0.249
2456129.67719471 17.107 0.316
2456477.52743466 16.9 0.265
2456511.61833425 17.14 0.329
2456476.61999909 16.873 0.258
2456742.84715366 16.645 0.216
2456102.73475181 16.859 0.265
2456526.60220779 16.552 0.205
2456114.62605421 16.914 0.274
2456479.56274835 16.87 0.277
2457273.56285804 16.51 0.22
