HJD mag emag
2455309.7589699 16.374 0.154
2455818.52390016 16.8 0.243
2456160.60001347 16.522 0.182
2456484.58745569 16.501 0.187
2456477.63061378 16.536 0.187
2456115.61282453 16.698 0.217
2456020.7677059 16.556 0.2
2456094.67810458 16.617 0.206
2456480.70307838 16.56 0.193
2456476.55561724 16.352 0.17
2455328.75649563 16.583 0.204
2456129.67719471 16.496 0.186
2456477.52743466 16.651 0.216
2456511.61833425 16.746 0.237
2456476.61999909 16.806 0.262
2456742.84715366 16.517 0.194
2456102.58549545 16.521 0.196
2456102.73475181 16.683 0.224
2456127.58678205 16.582 0.21
2456005.8355524 16.627 0.219
2456526.60220779 16.531 0.199
2457229.55223349 16.575 0.213
2456510.61628162 16.773 0.248
2457229.74547919 16.728 0.25
2456114.62605421 16.575 0.201
2456464.77626912 16.558 0.2
2456512.63053775 16.535 0.208
2455844.54941545 16.696 0.232
2456538.59069138 16.508 0.2
2456789.68879582 16.483 0.2
2456477.57984695 16.479 0.196
2456095.63274054 16.537 0.215
2456106.7700705 16.557 0.206
2456162.64197332 16.606 0.223
2456537.6098039 16.527 0.209
2456790.65793362 16.606 0.22
2456113.58834037 16.741 0.252
