HJD mag emag
2455309.7589699 15.868 0.101
2455818.52390016 15.751 0.101
2456160.60001347 15.862 0.104
2456484.58745569 15.95 0.117
2456133.71639878 16.061 0.126
2456477.63061378 15.926 0.112
2456089.7007663 15.842 0.104
2456115.61282453 16.021 0.122
2455434.65834223 15.824 0.106
2456109.64102519 16.295 0.16
2456161.56627288 15.935 0.116
2456020.7677059 16.206 0.149
2456094.67810458 16.131 0.138
2456480.70307838 15.835 0.105
2456476.55561724 16.119 0.139
2455328.75649563 15.917 0.115
2456129.67719471 16.015 0.124
2456511.61833425 15.94 0.12
2456476.61999909 16.141 0.143
2456742.84715366 16.056 0.133
2456102.58549545 15.954 0.12
2456102.73475181 15.979 0.127
2456127.58678205 15.891 0.115
2456005.8355524 16.149 0.144
2456526.60220779 15.871 0.115
2457229.55223349 16.196 0.155
2456510.61628162 15.983 0.127
2457229.74547919 15.962 0.132
2456114.62605421 15.924 0.114
2456464.77626912 16.137 0.142
2455829.59314994 15.991 0.134
2456512.63053775 16.174 0.154
2455844.54941545 16.119 0.146
2456734.80947703 16.139 0.151
2456538.59069138 15.953 0.126
2456789.68879582 16.115 0.147
2456477.57984695 16.277 0.169
2456095.63274054 16.108 0.153
2456106.7700705 15.973 0.126
2456162.64197332 16.029 0.135
2456536.5384378 16.057 0.138
2456537.6098039 15.908 0.124
2456745.89754341 16.049 0.148
2456132.64440217 15.944 0.124
2456790.65793362 16.117 0.149
2456479.56274835 16.111 0.157
2456113.58834037 16.027 0.139
2456125.72347952 16.21 0.171
2455794.69893252 16.13 0.156
2456806.71366909 15.995 0.132
2455858.51018585 16.201 0.166
2456144.6836307 16.283 0.191
2456573.49646966 16.168 0.173
2456804.7066316 15.983 0.171
2457225.505621 16.077 0.147
2457273.56285804 16.018 0.146
2456479.79998416 16.176 0.175
2456479.70592536 16.19 0.174
