HJD mag emag
2455309.7589699 16.534 0.18
2455818.52390016 16.406 0.178
2456160.60001347 16.142 0.133
2456484.58745569 16.548 0.196
2456133.71639878 16.481 0.181
2456477.63061378 16.582 0.196
2456089.7007663 16.514 0.185
2456115.61282453 16.635 0.205
2455434.65834223 16.432 0.179
2456109.64102519 16.72 0.229
2456161.56627288 16.624 0.208
2456020.7677059 16.293 0.162
2456094.67810458 16.522 0.191
2456480.70307838 16.492 0.186
2456476.55561724 16.589 0.207
2455328.75649563 16.459 0.184
2456129.67719471 16.418 0.176
2456477.52743466 16.494 0.188
2456511.61833425 16.654 0.22
2456476.61999909 16.531 0.194
2456742.84715366 16.478 0.189
2456102.58549545 16.517 0.195
2456102.73475181 16.628 0.215
2456127.58678205 16.495 0.193
2456005.8355524 16.447 0.185
2456526.60220779 16.306 0.166
2457229.55223349 16.461 0.193
2456510.61628162 16.522 0.206
2457229.74547919 16.499 0.207
2456114.62605421 16.713 0.226
2456464.77626912 16.51 0.192
2455829.59314994 16.875 0.28
2456512.63053775 16.515 0.203
2455844.54941545 16.407 0.186
2456734.80947703 16.541 0.207
2456538.59069138 16.397 0.185
2456789.68879582 16.606 0.226
2456477.57984695 16.846 0.276
2456536.5384378 16.804 0.26
2456537.6098039 16.846 0.277
2456745.89754341 16.736 0.248
2456132.64440217 16.643 0.224
2456790.65793362 16.545 0.216
2456479.56274835 16.702 0.242
2456125.72347952 16.785 0.264
2456806.71366909 16.752 0.255
2456144.6836307 16.518 0.225
2456573.49646966 16.783 0.277
2457225.505621 16.579 0.227
2457273.56285804 16.448 0.206
