HJD mag emag
2456161.56627288 16.027 0.122
2456094.67810458 15.868 0.108
2456476.55561724 15.989 0.123
2455328.75649563 16.019 0.125
2456129.67719471 15.968 0.117
2456102.58549545 16.181 0.148
2456102.73475181 16.018 0.127
2456127.58678205 16.017 0.129
2456526.60220779 16.086 0.136
2457229.55223349 16.062 0.138
2456510.61628162 16.039 0.133
2457229.74547919 15.958 0.13
2456734.80947703 16.178 0.156
2456477.57984695 16.172 0.15
2456162.64197332 16.208 0.157
2456536.5384378 16.094 0.143
2456113.58834037 16.15 0.155
2456125.72347952 16.05 0.142
2455794.69893252 16.209 0.162
2455858.51018585 16.042 0.143
2456573.49646966 16.329 0.19
2456804.7066316 16.512 0.241
2457225.505621 16.216 0.167
2456479.79998416 16.394 0.216
2456146.70396897 16.202 0.198
2456479.70592536 16.574 0.244
