HJD mag emag
2455309.7589699 16.514 0.178
2455818.52390016 16.477 0.188
2456160.60001347 16.311 0.152
2456484.58745569 16.337 0.165
2456133.71639878 16.493 0.186
2456477.63061378 16.42 0.17
2456089.7007663 16.435 0.175
2456115.61282453 16.548 0.193
2455434.65834223 16.552 0.2
2456109.64102519 16.761 0.237
2456161.56627288 16.493 0.185
2456020.7677059 16.356 0.172
2456094.67810458 16.624 0.212
2456480.70307838 16.42 0.176
2456476.55561724 16.369 0.172
2455328.75649563 16.455 0.184
2456129.67719471 16.439 0.181
2456477.52743466 16.449 0.183
2456511.61833425 16.29 0.162
2456476.61999909 16.415 0.176
2456742.84715366 16.524 0.196
2456102.58549545 16.734 0.241
2456102.73475181 16.495 0.194
2456127.58678205 16.568 0.209
2456526.60220779 16.482 0.191
2457229.55223349 16.436 0.193
2456510.61628162 16.506 0.203
2457229.74547919 16.541 0.217
2456114.62605421 16.489 0.192
2456464.77626912 16.595 0.208
2455829.59314994 16.7 0.242
2456512.63053775 16.66 0.229
2455844.54941545 16.477 0.195
2456734.80947703 16.265 0.167
2456538.59069138 16.65 0.23
2456789.68879582 16.602 0.222
2456477.57984695 16.745 0.256
2456162.64197332 16.427 0.188
2456536.5384378 16.584 0.224
2456537.6098039 16.514 0.213
2456745.89754341 16.577 0.22
2456132.64440217 16.755 0.254
2456479.56274835 16.735 0.249
2456113.58834037 16.482 0.213
2455794.69893252 16.741 0.261
2456806.71366909 16.645 0.234
2455858.51018585 16.838 0.284
2456144.6836307 16.486 0.221
