HJD mag emag
2455309.7589699 15.462 0.07
2455818.52390016 15.408 0.076
2456484.58745569 15.343 0.068
2456477.63061378 15.332 0.066
2456115.61282453 15.314 0.065
2456161.56627288 15.341 0.069
2456476.55561724 15.4 0.075
2455328.75649563 15.349 0.072
2456476.61999909 15.353 0.071
2456742.84715366 15.431 0.077
2456102.58549545 15.361 0.071
2456005.8355524 15.388 0.076
2457229.55223349 15.523 0.087
2455829.59314994 15.331 0.075
2455844.54941545 15.349 0.074
2456734.80947703 15.422 0.08
2456789.68879582 15.433 0.083
2456477.57984695 15.386 0.078
2456106.7700705 15.352 0.074
2456790.65793362 15.433 0.083
2456479.56274835 15.344 0.079
2456573.49646966 15.362 0.083
2457225.505621 15.415 0.084
