HJD mag emag
2455309.7589699 15.086 0.051
2455818.52390016 14.92 0.048
2456160.60001347 14.974 0.047
2456484.58745569 14.996 0.051
2456477.63061378 15.008 0.049
2455434.65834223 14.934 0.049
2456109.64102519 15.009 0.052
2456161.56627288 14.975 0.049
2456020.7677059 15.011 0.053
2456094.67810458 15.005 0.052
2456480.70307838 14.997 0.051
2456476.55561724 14.948 0.05
2455328.75649563 15.006 0.052
2456477.52743466 15.016 0.052
2456511.61833425 15.019 0.053
2456476.61999909 15.002 0.051
2456742.84715366 15.01 0.052
2456102.58549545 14.991 0.053
2456102.73475181 14.989 0.053
2456127.58678205 14.949 0.051
2456005.8355524 15.035 0.055
2456526.60220779 14.979 0.052
2457229.55223349 15.025 0.057
2456510.61628162 15.003 0.055
2457229.74547919 14.874 0.051
2456114.62605421 14.981 0.052
2456464.77626912 14.958 0.05
2455829.59314994 14.988 0.055
2456512.63053775 14.996 0.054
2455844.54941545 14.929 0.051
2456734.80947703 15.015 0.056
2456538.59069138 14.98 0.054
2456789.68879582 15.007 0.056
2456477.57984695 14.996 0.054
2456095.63274054 14.99 0.057
2456106.7700705 14.903 0.058
2456162.64197332 14.888 0.051
2456536.5384378 14.974 0.053
2456537.6098039 14.978 0.055
2456745.89754341 14.971 0.055
2456132.64440217 14.957 0.054
2456790.65793362 14.982 0.056
2456479.56274835 14.995 0.055
2456125.72347952 14.961 0.054
2456806.71366909 14.971 0.057
2456144.6836307 14.95 0.057
2456573.49646966 14.989 0.058
2457225.505621 14.97 0.06
