HJD mag emag
2456160.60001347 15.188 0.057
2456133.71639878 15.213 0.06
2456477.63061378 15.148 0.056
2456115.61282453 15.158 0.056
2456161.56627288 15.178 0.059
2456020.7677059 15.152 0.059
2456094.67810458 15.187 0.06
2456480.70307838 15.144 0.057
2456476.55561724 15.137 0.059
2456129.67719471 15.199 0.06
2456477.52743466 15.153 0.059
2456511.61833425 15.156 0.06
2456476.61999909 15.142 0.061
2456127.58678205 15.181 0.061
2456464.77626912 15.15 0.059
2456477.57984695 15.147 0.062
2456106.7700705 15.209 0.065
2456790.65793362 15.185 0.066
2455794.69893252 15.13 0.063
2456804.7066316 15.186 0.075
