HJD mag emag
2455309.7589699 15.123 0.052
2455818.52390016 15.074 0.056
2456160.60001347 15.018 0.049
2456484.58745569 15.028 0.052
2456133.71639878 15.093 0.053
2456477.63061378 15.022 0.05
2456115.61282453 15.031 0.05
2455434.65834223 15.075 0.055
2456109.64102519 15.1 0.055
2456161.56627288 15.117 0.056
2456020.7677059 15.048 0.054
2456094.67810458 15.082 0.054
2456476.55561724 14.969 0.051
2455328.75649563 15.112 0.058
2456477.52743466 15.029 0.053
2456511.61833425 15.081 0.055
2456476.61999909 15.067 0.056
2456742.84715366 15.108 0.058
2456102.73475181 15.096 0.059
2456127.58678205 15.113 0.057
2456005.8355524 15.028 0.054
2456526.60220779 15.053 0.056
2457229.74547919 15.063 0.061
2456114.62605421 15.051 0.053
2456464.77626912 15.036 0.052
2455829.59314994 15.09 0.061
2456512.63053775 15.056 0.058
2455844.54941545 15.127 0.061
2456734.80947703 15.116 0.061
2456106.7700705 15.047 0.056
2456162.64197332 15.065 0.058
2456536.5384378 15.071 0.058
2456537.6098039 15.068 0.059
2456745.89754341 15.107 0.064
2456132.64440217 15.004 0.054
2456479.56274835 15.01 0.061
2456113.58834037 15.048 0.06
2456125.72347952 15.041 0.061
2455794.69893252 15.074 0.061
2456806.71366909 15.098 0.059
2455858.51018585 15.04 0.061
2456144.6836307 15.187 0.073
2456804.7066316 15.099 0.079
2457225.505621 15.065 0.061
2455834.55712109 15.103 0.082
2456510.48315386 15.11 0.073
2456146.70396897 15.046 0.076
