HJD mag emag
2455309.7589699 14.032 0.02
2455818.52390016 13.797 0.018
2456160.60001347 13.471 0.012
2456484.58745569 13.573 0.014
2456133.71639878 13.527 0.013
2456477.63061378 13.592 0.014
2455434.65834223 13.682 0.016
2456161.56627288 13.455 0.013
2456020.7677059 13.686 0.016
2456480.70307838 13.617 0.015
2456476.55561724 13.669 0.016
2455328.75649563 13.587 0.015
2456129.67719471 13.53 0.014
2456477.52743466 13.645 0.015
2456511.61833425 13.475 0.013
2456476.61999909 13.639 0.016
2456742.84715366 13.52 0.014
2456102.58549545 13.723 0.017
2456102.73475181 13.734 0.017
2456005.8355524 13.807 0.018
2456526.60220779 13.345 0.012
2457229.55223349 13.454 0.014
2456510.61628162 13.481 0.014
2457229.74547919 13.525 0.015
2456464.77626912 13.761 0.017
2455829.59314994 13.916 0.021
2456512.63053775 13.495 0.014
2455844.54941545 13.849 0.019
2456734.80947703 13.508 0.015
2456538.59069138 13.311 0.012
2456789.68879582 13.366 0.013
2456106.7700705 13.698 0.017
2456162.64197332 13.43 0.013
2456536.5384378 13.307 0.012
2456537.6098039 13.306 0.012
2456132.64440217 13.532 0.015
2456790.65793362 13.379 0.013
2456113.58834037 13.616 0.017
2456806.71366909 13.406 0.013
2455858.51018585 13.795 0.02
2456144.6836307 13.483 0.016
2456573.49646966 13.543 0.017
2456804.7066316 13.368 0.017
2457225.505621 13.43 0.014
2457273.56285804 13.67 0.018
2457242.60842835 13.684 0.023
2456479.79998416 13.634 0.018
2456536.58374851 13.289 0.016
2456510.48315386 13.48 0.017
2456146.70396897 13.414 0.018
2456479.70592536 13.633 0.018
2457272.58666747 13.687 0.023
