HJD mag emag
2456484.58745569 15.876 0.109
2455434.65834223 15.864 0.11
2456480.70307838 15.864 0.108
2456476.55561724 15.904 0.117
2456477.52743466 15.859 0.109
2456476.61999909 15.903 0.115
2456742.84715366 15.882 0.114
2456102.73475181 15.997 0.127
2456005.8355524 15.894 0.117
2456510.61628162 15.85 0.115
2457229.74547919 15.92 0.129
2456734.80947703 15.886 0.12
2456477.57984695 15.99 0.132
2456095.63274054 15.902 0.13
2456479.56274835 16.015 0.14
2456144.6836307 16.005 0.149
2456804.7066316 15.873 0.14
2456424.88940529 16.02 0.178
