HJD mag emag
2455309.7589699 15.994 0.112
2455818.52390016 15.103 0.057
2456160.60001347 15.161 0.056
2456484.58745569 15.234 0.063
2456477.63061378 15.175 0.057
2456089.7007663 15.133 0.057
2456115.61282453 15.151 0.057
2456161.56627288 15.134 0.057
2456020.7677059 15.111 0.057
2456094.67810458 15.168 0.06
2456480.70307838 15.201 0.06
2456476.55561724 15.27 0.067
2455328.75649563 15.121 0.058
2456477.52743466 15.225 0.063
2456511.61833425 15.164 0.06
2456476.61999909 15.171 0.064
2456742.84715366 15.21 0.063
2456102.73475181 15.179 0.06
2456127.58678205 15.132 0.061
2456005.8355524 15.099 0.059
2456526.60220779 15.164 0.061
2457229.55223349 15.219 0.068
2457229.74547919 15.18 0.067
2456114.62605421 15.099 0.057
2456477.57984695 15.195 0.064
2456106.7700705 15.153 0.061
