HJD mag emag
2455309.7589699 13.464 0.012
2455818.52390016 13.175 0.01
2456160.60001347 13.239 0.01
2456484.58745569 13.109 0.01
2456133.71639878 13.238 0.01
2456477.63061378 13.119 0.01
2456089.7007663 13.219 0.01
2456115.61282453 13.277 0.011
2455434.65834223 13.21 0.01
2456109.64102519 13.195 0.01
2456161.56627288 13.246 0.011
2456020.7677059 13.198 0.01
2456094.67810458 13.252 0.011
2456480.70307838 13.109 0.01
2456476.55561724 13.136 0.01
2455328.75649563 13.249 0.011
2456129.67719471 13.219 0.01
2456477.52743466 13.12 0.01
2456511.61833425 13.08 0.01
2456476.61999909 13.136 0.01
2456742.84715366 13.332 0.011
2456102.58549545 13.219 0.011
2456102.73475181 13.233 0.011
2456127.58678205 13.236 0.011
2456005.8355524 13.108 0.01
2456526.60220779 13.165 0.01
2457229.55223349 13.252 0.011
2456510.61628162 13.084 0.01
2457229.74547919 13.19 0.011
2456114.62605421 13.272 0.011
2456464.77626912 13.104 0.01
2455829.59314994 13.102 0.01
2456512.63053775 13.107 0.01
2455844.54941545 13.079 0.01
2456734.80947703 13.327 0.012
2456538.59069138 13.116 0.01
2456789.68879582 13.088 0.01
2456477.57984695 13.129 0.01
2456095.63274054 13.205 0.011
2456106.7700705 13.219 0.012
2456162.64197332 13.292 0.012
2456536.5384378 13.11 0.01
2456537.6098039 13.134 0.011
2456745.89754341 13.332 0.012
2456132.64440217 13.24 0.011
2456790.65793362 13.125 0.011
2456479.56274835 13.103 0.01
2456113.58834037 13.375 0.013
2456125.72347952 13.212 0.011
2455794.69893252 13.147 0.011
2456806.71366909 13.052 0.01
2455858.51018585 13.207 0.011
2456144.6836307 13.386 0.014
2456573.49646966 13.267 0.012
2456804.7066316 13.065 0.017
2457225.505621 13.261 0.013
2457273.56285804 13.317 0.013
2457242.60842835 13.092 0.014
2455834.55712109 13.099 0.012
2456479.79998416 13.114 0.012
2456536.58374851 13.13 0.012
2456510.48315386 13.098 0.011
2456146.70396897 13.37 0.018
2456424.88940529 13.204 0.018
2456479.70592536 13.116 0.013
2456514.70186303 13.156 0.018
