HJD mag emag
2455309.7589699 13.589 0.013
2455818.52390016 13.497 0.014
2456484.58745569 13.391 0.012
2456477.63061378 13.375 0.012
2456089.7007663 13.455 0.012
2456115.61282453 13.369 0.012
2455434.65834223 13.512 0.013
2456020.7677059 13.531 0.014
2456480.70307838 13.409 0.012
2455328.75649563 13.485 0.013
2456476.61999909 13.402 0.013
2456005.8355524 13.462 0.013
2455829.59314994 13.536 0.015
2455844.54941545 13.44 0.013
2456734.80947703 13.484 0.014
2456789.68879582 13.426 0.014
2456106.7700705 13.451 0.014
2456790.65793362 13.417 0.014
2456113.58834037 13.358 0.013
2456125.72347952 13.393 0.014
2455794.69893252 13.505 0.015
2455858.51018585 13.463 0.014
2456804.7066316 13.5 0.016
2457225.505621 13.405 0.014
2455834.55712109 13.507 0.017
2456479.79998416 13.351 0.015
2456510.48315386 13.346 0.015
2456479.70592536 13.403 0.015
2456563.57868992 13.386 0.017
2456514.70186303 13.257 0.033
