HJD mag emag
2455309.7589699 13.958 0.018
2456160.60001347 13.796 0.016
2456484.58745569 13.967 0.02
2456133.71639878 13.861 0.018
2456477.63061378 13.954 0.019
2456089.7007663 13.742 0.016
2456115.61282453 13.802 0.017
2455434.65834223 13.918 0.019
2456109.64102519 13.816 0.018
2456161.56627288 13.829 0.018
2456020.7677059 13.829 0.018
2456094.67810458 13.721 0.016
2456480.70307838 13.985 0.02
2456476.55561724 13.952 0.02
2455328.75649563 13.908 0.019
2456129.67719471 13.89 0.019
2456477.52743466 13.954 0.02
2456511.61833425 14.076 0.023
2456476.61999909 13.967 0.021
2456742.84715366 14.039 0.022
2456102.58549545 13.78 0.018
2456102.73475181 13.776 0.017
2456127.58678205 13.937 0.02
2456005.8355524 13.831 0.019
2456526.60220779 13.998 0.022
2457229.55223349 13.998 0.022
2456510.61628162 14.084 0.024
2457229.74547919 14.059 0.024
2456114.62605421 13.798 0.018
2456464.77626912 14.049 0.023
2455829.59314994 13.829 0.02
2456512.63053775 14.079 0.024
2455844.54941545 13.818 0.019
2456734.80947703 14.027 0.023
2456538.59069138 14.023 0.023
2456789.68879582 13.992 0.023
2456477.57984695 13.958 0.021
2456095.63274054 13.722 0.017
2456106.7700705 13.812 0.018
2456162.64197332 13.867 0.02
2456536.5384378 14.025 0.023
2456537.6098039 14.018 0.023
2456745.89754341 14.021 0.023
2456132.64440217 13.877 0.02
2456790.65793362 13.998 0.023
2456479.56274835 14.001 0.023
2456113.58834037 13.82 0.019
2456125.72347952 13.875 0.021
2455794.69893252 13.95 0.022
2456806.71366909 13.919 0.024
2455858.51018585 13.836 0.02
2456144.6836307 13.911 0.022
2456573.49646966 13.979 0.023
2456804.7066316 13.931 0.023
2457225.505621 13.979 0.024
2457273.56285804 13.981 0.025
2457242.60842835 14.16 0.035
2456479.79998416 13.998 0.027
2456536.58374851 14.043 0.027
2456510.48315386 14.108 0.031
2456146.70396897 13.974 0.023
2456424.88940529 14.022 0.027
2456479.70592536 13.989 0.024
2457272.58666747 13.965 0.027
2456563.57868992 14.071 0.032
