HJD mag emag
2455309.7589699 14.158 0.022
2455818.52390016 14.101 0.023
2456160.60001347 14.119 0.022
2456484.58745569 14.037 0.021
2456133.71639878 14.103 0.022
2456477.63061378 13.994 0.02
2456089.7007663 14.091 0.022
2456115.61282453 14.092 0.022
2455434.65834223 14.105 0.023
2456109.64102519 14.108 0.023
2456161.56627288 14.093 0.023
2456020.7677059 14.098 0.023
2456094.67810458 14.107 0.023
2456480.70307838 13.859 0.018
2456476.55561724 13.966 0.021
2455328.75649563 14.106 0.023
2456129.67719471 14.106 0.023
2456477.52743466 13.897 0.019
2456511.61833425 14.057 0.022
2456476.61999909 13.919 0.02
2456742.84715366 13.798 0.018
2456102.58549545 14.091 0.023
2456102.73475181 14.107 0.023
2456127.58678205 14.11 0.024
2456005.8355524 14.133 0.024
2456526.60220779 13.927 0.02
2457229.55223349 13.996 0.022
2456510.61628162 14.041 0.023
2457229.74547919 13.989 0.023
2456114.62605421 14.108 0.023
2456464.77626912 13.77 0.017
2455829.59314994 14.113 0.025
2456512.63053775 13.946 0.021
2455844.54941545 14.128 0.024
2456734.80947703 13.93 0.021
2456538.59069138 13.99 0.022
2456789.68879582 13.923 0.021
2456477.57984695 14.035 0.023
2456095.63274054 14.098 0.025
2456106.7700705 14.12 0.024
2456162.64197332 14.108 0.025
2456536.5384378 13.916 0.021
2456537.6098039 13.842 0.02
2456745.89754341 13.908 0.021
2456132.64440217 14.115 0.024
2456790.65793362 13.838 0.019
2456479.56274835 13.882 0.022
2456113.58834037 14.087 0.025
2456125.72347952 14.122 0.026
2455794.69893252 14.101 0.025
2455858.51018585 14.128 0.026
2456144.6836307 14.078 0.027
2456573.49646966 13.844 0.021
2456804.7066316 13.898 0.024
2457225.505621 13.874 0.021
2457273.56285804 14.047 0.026
2457242.60842835 14.215 0.036
2455834.55712109 14.153 0.031
2456479.79998416 13.862 0.023
2456146.70396897 14.087 0.028
2456424.88940529 13.891 0.025
2457272.58666747 14.029 0.03
