HJD mag emag
2455309.7589699 15.59 0.079
2456160.60001347 15.459 0.072
2456484.58745569 15.495 0.079
2456133.71639878 15.592 0.084
2456477.63061378 15.5 0.076
2456089.7007663 15.497 0.077
2456115.61282453 15.563 0.082
2455434.65834223 15.523 0.081
2456109.64102519 15.54 0.083
2456161.56627288 15.475 0.077
2456020.7677059 15.437 0.077
2456094.67810458 15.484 0.079
2456476.55561724 15.429 0.076
2455328.75649563 15.577 0.086
2456129.67719471 15.574 0.085
2456477.52743466 15.502 0.08
2456511.61833425 15.529 0.083
2456476.61999909 15.648 0.095
2456742.84715366 15.496 0.081
2456102.73475181 15.558 0.085
2456127.58678205 15.554 0.086
2456526.60220779 15.506 0.083
2456464.77626912 15.491 0.082
2456512.63053775 15.518 0.086
2455844.54941545 15.43 0.078
2456095.63274054 15.505 0.082
2456536.5384378 15.598 0.094
