HJD mag emag
2455309.7589699 15.711 0.086
2455818.52390016 15.76 0.101
2456089.7007663 15.735 0.092
2455434.65834223 15.628 0.088
2456161.56627288 15.774 0.099
2456480.70307838 15.66 0.087
2455328.75649563 15.676 0.093
2456129.67719471 15.678 0.091
2456511.61833425 15.624 0.089
2456742.84715366 15.783 0.102
2456102.58549545 15.721 0.097
2457229.55223349 15.708 0.101
2456464.77626912 15.665 0.093
2455829.59314994 15.754 0.108
2456512.63053775 15.655 0.095
2456734.80947703 15.671 0.099
2456538.59069138 15.647 0.096
2456789.68879582 15.684 0.102
2456477.57984695 15.664 0.094
2456162.64197332 15.707 0.101
2456536.5384378 15.642 0.096
2456745.89754341 15.752 0.106
2456132.64440217 15.782 0.107
2456790.65793362 15.662 0.098
2455794.69893252 15.849 0.116
2456806.71366909 15.669 0.103
2455858.51018585 15.823 0.115
2456573.49646966 15.688 0.106
