HJD mag emag
2455309.7589699 15.359 0.065
2456089.7007663 15.36 0.068
2456115.61282453 15.412 0.071
2456109.64102519 15.434 0.075
2456094.67810458 15.314 0.067
2456480.70307838 15.302 0.066
2456477.52743466 15.354 0.07
2456476.61999909 15.382 0.072
2456742.84715366 15.377 0.073
2456102.58549545 15.358 0.071
2456005.8355524 15.346 0.071
2456526.60220779 15.319 0.07
2457229.55223349 15.398 0.077
2456510.61628162 15.319 0.073
2457229.74547919 15.265 0.071
2456538.59069138 15.305 0.072
2456144.6836307 15.414 0.087
