HJD mag emag
2455309.7589699 16.644 0.197
2455818.52390016 15.866 0.112
2456476.55561724 15.688 0.097
2455328.75649563 15.859 0.112
2456477.52743466 15.733 0.099
2456742.84715366 15.679 0.095
2456102.58549545 15.652 0.093
2456526.60220779 15.669 0.098
2456464.77626912 15.625 0.09
2456512.63053775 15.781 0.111
2456734.80947703 15.688 0.102
2456538.59069138 15.653 0.099
2456789.68879582 15.721 0.106
2456477.57984695 15.606 0.094
2456095.63274054 15.656 0.102
2456162.64197332 15.654 0.099
2456113.58834037 15.634 0.098
2456125.72347952 15.643 0.102
2457225.505621 15.686 0.107
