HJD mag emag
2455434.65834223 15.384 0.072
2456538.59069138 15.48 0.084
2456477.57984695 15.444 0.083
2456095.63274054 15.606 0.104
2456106.7700705 15.486 0.094
2455794.69893252 15.476 0.09
2456804.7066316 15.756 0.194
2457242.60842835 15.503 0.118
2455834.55712109 15.633 0.13
2456479.79998416 15.477 0.105
2456536.58374851 15.487 0.098
2456510.48315386 15.507 0.096
2456146.70396897 15.45 0.105
2456424.88940529 15.698 0.171
2456479.70592536 15.483 0.096
2457272.58666747 15.618 0.124
2456563.57868992 15.631 0.14
