HJD mag emag
2455309.7589699 14.313 0.025
2455818.52390016 14.254 0.027
2456160.60001347 14.244 0.024
2456484.58745569 14.221 0.026
2456133.71639878 14.226 0.025
2456477.63061378 14.164 0.023
2456089.7007663 14.169 0.024
2456115.61282453 14.151 0.023
2456109.64102519 14.144 0.024
2456161.56627288 14.248 0.025
2456020.7677059 14.264 0.027
2456094.67810458 14.193 0.025
2456480.70307838 14.24 0.026
2456476.55561724 14.222 0.026
2455328.75649563 14.183 0.025
2456129.67719471 14.238 0.026
2456477.52743466 14.224 0.025
2456511.61833425 14.242 0.027
2456476.61999909 14.182 0.025
2456742.84715366 14.261 0.026
2456102.58549545 14.23 0.026
2456005.8355524 14.245 0.027
2456526.60220779 14.273 0.028
2457229.55223349 14.182 0.026
2456510.61628162 14.256 0.028
2457229.74547919 14.156 0.027
2456114.62605421 14.188 0.025
2456512.63053775 14.25 0.027
2456734.80947703 14.251 0.029
2456538.59069138 14.255 0.028
2456095.63274054 14.176 0.027
2456804.7066316 14.212 0.049
2457273.56285804 14.275 0.03
